date,hour,mod_PM2.5,mod_PM2.5_stdev,mod_PM10,mod_PM10_stdev 
2020-12-7,22:00:00,215.31,87.12,360.94,162.94
2020-12-7,23:00:00,197.97,76.95,332,146.81
2020-12-8,0:00:00,191.24,76.25,322.59,144.45
2020-12-8,1:00:00,198.67,89.33,340.71,167.8
2020-12-8,2:00:00,207.55,90.71,362.43,175.41
2020-12-8,3:00:00,225.9,121.95,401.63,236.06
2020-12-8,4:00:00,214.38,113.61,382.26,221.37
2020-12-8,5:00:00,207.31,105.96,368.83,205.81
2020-12-8,6:00:00,173.22,71.79,299.04,141.67
2020-12-8,7:00:00,122.63,37,197.56,71.36
2020-12-8,8:00:00,94.27,22.7,143.99,42.49
2020-12-8,9:00:00,89.58,26.12,135.34,46.8
2020-12-8,10:00:00,103.48,27.6,151.16,48.15
2020-12-8,11:00:00,103.52,30.75,153.76,54.77
2020-12-8,12:00:00,141.22,60.83,236.03,119.14
2020-12-8,13:00:00,180.35,71.28,309.17,148.11
2020-12-8,14:00:00,243.3,129.92,430.35,245.84
2020-12-8,15:00:00,303.89,177.48,545.84,323.5
2020-12-8,16:00:00,319.66,222.67,577.22,407.31
2020-12-8,17:00:00,326.22,217.36,585.45,400.75
2020-12-8,18:00:00,307.55,168.15,549.74,317.45
2020-12-8,19:00:00,273.74,124.01,486.72,250.96
2020-12-8,20:00:00,269.37,143.35,466.58,271.92
2020-12-8,21:00:00,245.55,103.9,433.22,214.6
2020-12-8,22:00:00,262.33,126.13,459.2,245.6
2020-12-8,23:00:00,260.63,117.1,455.03,231.28
2020-12-9,0:00:00,279.55,144.44,484.55,271.99
2020-12-9,1:00:00,305.63,186.68,531.64,329.64
2020-12-9,2:00:00,321.55,210.36,561.58,370.45
2020-12-9,3:00:00,331.81,203.8,587.5,367.54
2020-12-9,4:00:00,325.27,215.83,578.19,392.61
2020-12-9,5:00:00,298.12,159.43,527.73,297.66
2020-12-9,6:00:00,238.96,117.49,412.23,221.37
2020-12-9,7:00:00,182.59,86.86,298.8,156.11
2020-12-9,8:00:00,145.88,53.9,230.06,99.29
2020-12-9,9:00:00,129.93,43.67,197.29,79.62
2020-12-9,10:00:00,112.72,32.87,170.15,59.73
2020-12-9,11:00:00,107.46,28.11,160.49,53.33
2020-12-9,12:00:00,148.74,61.5,248.31,122.7
2020-12-9,13:00:00,188.66,85.01,331.07,175.55
2020-12-9,14:00:00,223.1,118.54,403.05,241.21
2020-12-9,15:00:00,241.73,109.25,450.12,232.86
2020-12-9,16:00:00,249.21,121.97,468.23,266.14
2020-12-9,17:00:00,250.56,141.02,468.24,298.65
2020-12-9,18:00:00,224.17,118.24,408.65,244.21
2020-12-9,19:00:00,206.59,98.02,372.86,194.66
2020-12-9,20:00:00,187.48,80.94,338.47,160.95
2020-12-9,21:00:00,175.4,74.68,317.31,146.43
2020-12-9,22:00:00,165.6,74.04,300.57,145.34
2020-12-9,23:00:00,151.95,73.01,273.97,140.07
2020-12-10,0:00:00,146.71,69.58,267.91,135.36
2020-12-10,1:00:00,149.09,72.07,276.28,141.7
2020-12-10,2:00:00,157,78.24,294.11,153.38
2020-12-10,3:00:00,157.73,87.99,297.23,169.62
2020-12-10,4:00:00,141.31,72.18,267.58,143.42
2020-12-10,5:00:00,133.42,55.86,250.96,111.99
2020-12-10,6:00:00,126.83,61.97,234.12,118.35
2020-12-10,7:00:00,101.81,39.84,182.44,76.39
2020-12-10,8:00:00,75.13,23.45,126.14,43.85
2020-12-10,9:00:00,69.11,20.91,113.1,38.75
2020-12-10,10:00:00,74.97,21.78,117.56,37.1
2020-12-10,11:00:00,79.9,26.88,129.29,50.21
2020-12-10,12:00:00,127.67,54,229.26,112.13
2020-12-10,13:00:00,159.7,71.08,292.88,146.29
2020-12-10,14:00:00,204.2,123.39,378.98,240.89
2020-12-10,15:00:00,231.77,134.8,444.37,279.38
2020-12-10,16:00:00,229.67,143.1,434.35,276.4
2020-12-10,17:00:00,216.91,127.58,410.27,248.1
2020-12-10,18:00:00,208.5,138.77,391.21,258.19
2020-12-10,19:00:00,178.15,101.7,331.02,197.6
2020-12-10,20:00:00,155.93,83.38,284.38,159.22
2020-12-10,21:00:00,145.3,66.95,262.55,129.42
2020-12-10,22:00:00,140.44,61.92,253.09,121.72
2020-12-10,23:00:00,135.31,62.15,241.15,117.66
2020-12-11,0:00:00,140.37,65.19,251.21,125.32
2020-12-11,1:00:00,152.85,76.18,275.68,145.22
2020-12-11,2:00:00,169.49,87.44,310.14,166.91
2020-12-11,3:00:00,209.15,164.65,382.63,290
2020-12-11,4:00:00,195.64,107.9,357.42,203.91
2020-12-11,5:00:00,209.73,129.49,374,228.41
2020-12-11,6:00:00,175.32,82.26,308.11,150.26
2020-12-11,7:00:00,121.89,42.13,202.02,80.55
2020-12-11,8:00:00,102.54,33.86,164.11,66.33
2020-12-11,9:00:00,96.09,37.2,150.9,71.37
2020-12-11,10:00:00,100.73,31.18,148.24,53.87
2020-12-11,11:00:00,101.84,26.36,147.83,45.24
2020-12-11,12:00:00,133.5,46.34,205.64,81.26
2020-12-11,13:00:00,174.96,87.2,297.54,160.66
2020-12-11,14:00:00,202.07,100.46,358.45,188.2
2020-12-11,15:00:00,221.37,129.08,402.69,232.54
2020-12-11,16:00:00,223.21,121.82,412.44,232.27
2020-12-11,17:00:00,203.27,109.3,378.03,207.55
2020-12-11,18:00:00,175.76,81.54,326.83,158.49
2020-12-11,19:00:00,155.74,82.14,287.32,154.74
2020-12-11,20:00:00,125.25,67.08,225.44,124.94
2020-12-11,21:00:00,103.02,48.34,184.38,94.08
2020-12-11,22:00:00,81.31,33.93,144.72,66.95
2020-12-11,23:00:00,72.19,26.41,128.45,54.27
2020-12-12,0:00:00,77.87,37.14,138.59,73.26
2020-12-12,1:00:00,81.51,33.06,145.52,62.4
2020-12-12,2:00:00,88.16,37.94,158.78,69.12
2020-12-12,3:00:00,93.71,39.97,170.95,74.93
2020-12-12,4:00:00,97.99,43.19,180.61,81
2020-12-12,5:00:00,101.93,48.15,184.72,89.83
2020-12-12,6:00:00,107.89,47.8,193.15,88.68
2020-12-12,7:00:00,103.21,36.6,184.57,75.08
2020-12-12,8:00:00,95,34.2,158.33,63.96
2020-12-12,9:00:00,86.87,29.72,139.13,53.94
2020-12-12,10:00:00,113.69,42.84,160.57,58.35
2020-12-12,11:00:00,116.36,45.33,158.18,47.97
2020-12-12,12:00:00,172.41,50.39,227.56,70.12
2020-12-12,13:00:00,185.18,59.31,263.31,94.84
2020-12-12,14:00:00,174.53,60.08,269.4,107.52
2020-12-12,15:00:00,173.3,66.3,284.12,124.11
2020-12-12,16:00:00,161.12,57.07,271.32,109.8
2020-12-12,17:00:00,143.35,49.34,242.75,97.09
2020-12-12,18:00:00,125.93,40.25,211.39,78.95
2020-12-12,19:00:00,112.73,34.88,188.39,68.14
2020-12-12,20:00:00,100.19,29.9,166.76,58.59
2020-12-12,21:00:00,91.87,25.88,153.74,51.2
2020-12-12,22:00:00,84.3,22.43,141.64,44.98
2020-12-12,23:00:00,80.76,22.88,136.18,45.23
2020-12-13,0:00:00,81.13,24.57,138.49,49.07
2020-12-13,1:00:00,87.13,31.27,151.99,62.38
2020-12-13,2:00:00,93.18,38.95,166.27,77.27
2020-12-13,3:00:00,95.38,40.34,170.52,78.94
2020-12-13,4:00:00,84.15,31.59,148.4,62.22
2020-12-13,5:00:00,71.76,24.84,126.2,48.75
2020-12-13,6:00:00,56.74,16.54,97.73,31.91
2020-12-13,7:00:00,47.77,14.69,81.38,28.24
2020-12-13,8:00:00,42.6,13.1,72.39,25.73
2020-12-13,9:00:00,39.38,11.32,66.73,21.9
2020-12-13,10:00:00,41.88,12.08,66.99,19.52
2020-12-13,11:00:00,46.08,12.16,73.33,22.97
2020-12-13,12:00:00,56.47,18.63,93.89,35.12
2020-12-13,13:00:00,78.37,34.36,138.44,66.24
2020-12-13,14:00:00,125.49,66.36,236.34,130.53
2020-12-13,15:00:00,179.07,110.49,346.91,217.54
2020-12-13,16:00:00,195.79,116.17,381.71,231.67
2020-12-13,17:00:00,189.29,108.7,364.51,216.14
2020-12-13,18:00:00,171.92,97.6,327.67,193.11
2020-12-13,19:00:00,154.77,79.8,293.11,159.76
2020-12-13,20:00:00,130.89,63.21,245.21,128.26
2020-12-13,21:00:00,120.05,56.32,223.44,114.6
2020-12-13,22:00:00,115.63,54.74,214.22,111.74
2020-12-13,23:00:00,107.5,45.25,196.11,91.5
2020-12-14,0:00:00,103.75,40.37,189,82.75
2020-12-14,1:00:00,113.21,54.42,208.46,108.47
2020-12-14,2:00:00,121.33,65.22,224.31,128.27
2020-12-14,3:00:00,107.31,42.76,196.15,87.19
2020-12-14,4:00:00,92.29,34.24,164.35,68.78
2020-12-14,5:00:00,79.74,27.57,138.87,55.38
2020-12-14,6:00:00,60.95,18.15,100.99,34.31
2020-12-14,7:00:00,53.47,17.23,87.2,33.85
2020-12-14,8:00:00,47.58,14.39,76.35,27.96
2020-12-14,9:00:00,46.13,15.09,73.31,27.59
2020-12-14,10:00:00,49.23,13.04,75.78,23.9
2020-12-14,11:00:00,51.06,15.79,80.99,30.16
2020-12-14,12:00:00,66,24.27,109.75,48.7
2020-12-14,13:00:00,95.43,48.52,168.88,93.11
2020-12-14,14:00:00,159.22,112.38,299.16,216.69
2020-12-14,15:00:00,199.4,121.46,382.84,240.27
2020-12-14,16:00:00,223.49,132.03,425.82,256.3
2020-12-14,17:00:00,212.47,115.21,401.68,228.04
2020-12-14,18:00:00,203.32,117.09,380.58,226.25
2020-12-14,19:00:00,189.44,99.16,352.16,192.03
2020-12-14,20:00:00,169.03,74.7,313.52,150.62
2020-12-14,21:00:00,159.16,69.8,293.77,140.41
2020-12-14,22:00:00,159.72,76.02,292.53,151.58
2020-12-14,23:00:00,144.21,64.87,265.35,132.47
2020-12-15,0:00:00,144.04,67.59,264.59,136.31
2020-12-15,1:00:00,150.02,82.09,276.23,159.82
2020-12-15,2:00:00,163.03,91.08,304.79,177.58
2020-12-15,3:00:00,149.12,72.28,279.4,147.08
2020-12-15,4:00:00,143.46,76.3,265.56,151.82
2020-12-15,5:00:00,112.59,56.9,200.2,109.88
2020-12-15,6:00:00,83.36,34.45,145.14,68.04
2020-12-15,7:00:00,69.55,26.55,118.32,51.16
2020-12-15,8:00:00,57.6,20.04,95.76,39.06
2020-12-15,9:00:00,49.69,15.56,81.21,28.96
2020-12-15,10:00:00,65.14,25.12,97.11,39.39
2020-12-15,11:00:00,69.14,23.93,102.13,37.61
2020-12-15,12:00:00,92.34,29.38,140.26,52
2020-12-15,13:00:00,127.79,58.69,211.61,112.43
2020-12-15,14:00:00,180.17,86.1,323.69,175.46
2020-12-15,15:00:00,208.29,109.84,387.36,227.02
2020-12-15,16:00:00,201.36,105.58,379.26,223.44
2020-12-15,17:00:00,187.2,102.72,351.34,213.77
2020-12-15,18:00:00,172.79,95.29,323.84,201.46
2020-12-15,19:00:00,157.08,89.03,293.16,188.89
2020-12-15,20:00:00,135.03,72.76,249.51,154.97
2020-12-15,21:00:00,124.64,64.9,230.91,138.93
2020-12-15,22:00:00,116.85,59.51,217.49,127.73
2020-12-15,23:00:00,111.85,57.33,207.43,121.3
2020-12-16,0:00:00,113.81,58.48,210.9,121.71
2020-12-16,1:00:00,119.04,63.51,222.01,129.4
2020-12-16,2:00:00,125.97,72.87,237.86,144.58
2020-12-16,3:00:00,113.36,58.57,211.94,115.9
2020-12-16,4:00:00,99.67,47.07,182.79,92.52
2020-12-16,5:00:00,83.21,36.76,151.1,71.57
2020-12-16,6:00:00,64.59,25.94,116.15,50.23
2020-12-16,7:00:00,47.75,15.33,83.83,28.39
2020-12-16,8:00:00,40.84,12.24,72.02,23.61
2020-12-16,9:00:00,37.27,10.78,65.51,20.22
2020-12-16,10:00:00,46.5,15.9,76.19,26.21
2020-12-16,11:00:00,58.81,17.82,90.9,28.51
2020-12-16,12:00:00,80.95,26.03,131.14,49.21
2020-12-16,13:00:00,110.07,47.43,192.72,93.47
2020-12-16,14:00:00,149.87,77.76,276.92,156.27
2020-12-16,15:00:00,175.09,93.84,329.64,189.41
2020-12-16,16:00:00,174.71,92.52,328.82,185.63
2020-12-16,17:00:00,163.13,83.12,306.49,167.01
2020-12-16,18:00:00,147.35,73.02,275.87,145.46
2020-12-16,19:00:00,130.29,61.81,242.38,123.73
2020-12-16,20:00:00,113.13,50,208.33,101.05
2020-12-16,21:00:00,103.07,44.55,189.5,90.2
2020-12-16,22:00:00,95.48,40.4,175.33,81.44
2020-12-16,23:00:00,90.58,36.87,166.24,75.43
2020-12-17,0:00:00,91.41,35.28,168.52,72.79
2020-12-17,1:00:00,95.84,37.03,178.34,76.82
2020-12-17,2:00:00,100.16,39.14,186.98,81.27
2020-12-17,3:00:00,91.38,30.68,167.17,64.3
2020-12-17,4:00:00,85.16,28.65,152.1,58.7
2020-12-17,5:00:00,76.68,25.78,134.46,52.07
2020-12-17,6:00:00,64.79,20.83,111.23,41.17
2020-12-17,7:00:00,51.56,14.75,85.65,28
2020-12-17,8:00:00,44.07,9.91,71.73,19.54
2020-12-17,9:00:00,43.15,10.77,70.07,20.49
2020-12-17,10:00:00,55.68,16.72,85.24,25.57
2020-12-17,11:00:00,61.63,12.08,90.84,19.58
2020-12-17,12:00:00,82.34,22.24,130.04,42.6
2020-12-17,13:00:00,120.9,43.31,212.87,90.68
2020-12-17,14:00:00,151.53,59.3,277.58,125.64
2020-12-17,15:00:00,175.5,73.16,326.52,156.4
2020-12-17,16:00:00,179.66,76.4,332.62,161.26
2020-12-17,17:00:00,165.82,65.02,303.39,137.25
2020-12-17,18:00:00,150.61,56.34,273.02,118.86
2020-12-17,19:00:00,135.28,49.39,241.82,103.06
2020-12-17,20:00:00,121.59,44.47,213.5,92.08
2020-12-17,21:00:00,115.26,43.17,200.95,87.67
2020-12-17,22:00:00,108.33,39.82,187.79,80.87
2020-12-17,23:00:00,103.04,38.27,178.37,77.84
2020-12-18,0:00:00,104.06,40.42,181.85,81.67
2020-12-18,1:00:00,109.15,45.62,194.19,91.84
2020-12-18,2:00:00,112.98,49.35,204.1,99.34
2020-12-18,3:00:00,95.74,35.39,171.17,71.83
2020-12-18,4:00:00,83.56,29.75,147.95,60.2
2020-12-18,5:00:00,75.18,26.27,132.62,53.08
2020-12-18,6:00:00,64.85,22.35,112.83,44.95
2020-12-18,7:00:00,52.86,17.18,89.83,34.01
2020-12-18,8:00:00,42.17,13,69.47,25.62
2020-12-18,9:00:00,37.14,11.71,60.71,22.66
2020-12-18,10:00:00,47.51,15.41,76.87,28.53
2020-12-18,11:00:00,52.71,14.21,83.45,27.51
2020-12-18,12:00:00,83.53,36.27,143.82,71.83
2020-12-18,13:00:00,137.66,64.08,257.63,131.51
2020-12-18,14:00:00,171.53,86.08,322.46,172.45
2020-12-18,15:00:00,192.99,97.35,366.05,194.08
2020-12-18,16:00:00,196.42,95.98,369.9,191.37
2020-12-18,17:00:00,191.98,92.9,356.28,184.24
2020-12-18,18:00:00,178.14,83.17,326.18,164.88
2020-12-18,19:00:00,159.75,72.74,289.87,145.37
2020-12-18,20:00:00,139.88,60.9,249.65,121.31
2020-12-18,21:00:00,130.78,57.08,231.95,113.19
2020-12-18,22:00:00,124.3,54.53,219.67,108.31
2020-12-18,23:00:00,118.17,52.48,208.33,103.59
2020-12-19,0:00:00,118.05,52.77,209.02,103.46
2020-12-19,1:00:00,123.21,55.72,221,109.34
2020-12-19,2:00:00,128.96,60.28,234.93,118.31
2020-12-19,3:00:00,116.69,56.48,213.08,113.99
2020-12-19,4:00:00,97.83,37.58,175.06,76.21
2020-12-19,5:00:00,92.01,36.55,164.6,72.97
2020-12-19,6:00:00,77.33,28.36,136.35,56.69
2020-12-19,7:00:00,61.97,21.13,106.4,42.07
2020-12-19,8:00:00,46.16,15.18,75.85,29.77
2020-12-19,9:00:00,41.52,13.49,68.1,26.35
2020-12-19,10:00:00,49.18,15.08,78.84,27.9
2020-12-19,11:00:00,52.47,13.93,84.23,27.26
2020-12-19,12:00:00,89.61,37.4,159.91,76.91
2020-12-19,13:00:00,131.99,59.5,249.09,121.27
2020-12-19,14:00:00,169.6,85.13,320.22,169.39
2020-12-19,15:00:00,192.87,99.92,366.01,197.3
2020-12-19,16:00:00,189.28,92.19,358.97,186.14
2020-12-19,17:00:00,184.81,88.81,346.5,178.72
2020-12-19,18:00:00,172.29,82.73,318.55,163.96
2020-12-19,19:00:00,153.48,73.44,281.69,146.08
2020-12-19,20:00:00,131.38,58.54,237.86,116.85
2020-12-19,21:00:00,120.98,52.89,219.09,105.91
2020-12-19,22:00:00,112.77,48.87,204.14,97.7
2020-12-19,23:00:00,105.51,45.04,190.34,90.01
2020-12-20,0:00:00,107.23,47.75,194.33,94.34
2020-12-20,1:00:00,113.58,53.93,208.03,105.11
2020-12-20,2:00:00,120.23,58.91,223.15,115.49
2020-12-20,3:00:00,113.46,56.79,213.45,114.98
2020-12-20,4:00:00,91.84,35.9,169.6,73.5
2020-12-20,5:00:00,82.55,31.98,152.13,65.8
2020-12-20,6:00:00,69.98,27.25,126.83,55.66
2020-12-20,7:00:00,55.11,20.41,97.38,41.01
2020-12-20,8:00:00,42.26,14.94,72.37,29.12
2020-12-20,9:00:00,38.22,14.04,65.35,27.65
2020-12-20,10:00:00,51.82,19.01,83.45,30.59
2020-12-20,11:00:00,65.9,17.77,102.04,32.88
2020-12-20,12:00:00,113.04,42.68,197.39,87.6
2020-12-20,13:00:00,145.55,57.79,264.48,121.46
2020-12-20,14:00:00,171.71,75.23,316.66,154.28
2020-12-20,15:00:00,193.76,84.2,362.21,173.06
2020-12-20,16:00:00,202.96,89.19,377.25,181.08
2020-12-20,17:00:00,197.75,89.07,363.35,178.37
2020-12-20,18:00:00,191.29,86.86,349.52,170.16
2020-12-20,19:00:00,172.2,81.2,308.47,152.36
2020-12-20,20:00:00,152.15,72.52,270.61,136.87
2020-12-20,21:00:00,142.88,75.2,252.76,140.88
2020-12-20,22:00:00,133.99,68.2,237.66,132.12
2020-12-20,23:00:00,132.16,75.23,235.18,146.73
2020-12-21,0:00:00,133.13,73.93,238.67,145.32
2020-12-21,1:00:00,136.24,83.01,248.24,161.75
2020-12-21,2:00:00,140.68,76.35,257.7,148.65
2020-12-21,3:00:00,150.63,78.84,280.37,152.82
2020-12-21,4:00:00,118.38,53.31,217.69,110.06
2020-12-21,5:00:00,103.91,42.43,187.49,84.76
2020-12-21,6:00:00,89.33,34.57,158.01,68.85
2020-12-21,7:00:00,70.32,23.32,120.77,46.84
2020-12-21,8:00:00,54.15,18.29,88.66,36.43
2020-12-21,9:00:00,47.98,14.65,77.54,28.95
2020-12-21,10:00:00,78.25,31.93,115.87,46.35
2020-12-21,11:00:00,77.16,23.81,116.16,35.4
2020-12-21,12:00:00,139.27,53.32,231.01,104.08
2020-12-21,13:00:00,180.24,70.81,311.02,143.3
2020-12-21,14:00:00,211.7,88.15,375.47,179.72
2020-12-21,15:00:00,245.48,115.78,443.55,236.38
2020-12-21,16:00:00,258.21,119.17,465,242.98
2020-12-21,17:00:00,253.7,115.87,452.36,234.7
2020-12-21,18:00:00,242.59,102.28,430.36,211
2020-12-21,19:00:00,232.9,100.91,409,204.71
2020-12-21,20:00:00,215.49,83.25,374.35,170.56
2020-12-21,21:00:00,202.71,72.56,347.87,148.06
2020-12-21,22:00:00,194.56,73.92,331.67,146.27
2020-12-21,23:00:00,185.69,72.19,314.15,140.85
2020-12-22,0:00:00,182.03,71.74,309.89,140.05
2020-12-22,1:00:00,188.08,85.49,321.96,159.16
2020-12-22,2:00:00,198.36,97.18,343.34,180.69
2020-12-22,3:00:00,213.53,114.92,378.96,220.11
2020-12-22,4:00:00,190.74,89.67,340.27,180.39
2020-12-22,5:00:00,180.07,83.02,318.35,165.36
2020-12-22,6:00:00,155.72,56.72,270.21,112.1
2020-12-22,7:00:00,117.88,43.71,195.57,83.65
2020-12-22,8:00:00,90.82,33.73,145.09,64.33
2020-12-22,9:00:00,75.61,24.17,118.27,46.16
2020-12-22,10:00:00,118.47,58.94,165.3,75.18
2020-12-22,11:00:00,102.19,40.52,152.29,62.6
2020-12-22,12:00:00,179.28,62.95,284.38,111.43
2020-12-22,13:00:00,250.18,108.45,409.85,214.14
2020-12-22,14:00:00,294.28,128.1,497.82,265.36
2020-12-22,15:00:00,330.52,163.73,577.03,330.07
2020-12-22,16:00:00,321.49,155.15,566.06,314.73
2020-12-22,17:00:00,289.85,126.87,513.83,262.52
2020-12-22,18:00:00,270.26,115.75,476.62,240.84
2020-12-22,19:00:00,255.75,113.59,442.26,225.81
2020-12-22,20:00:00,240.96,102.79,412.77,200.07
2020-12-22,21:00:00,224.13,88.27,382.49,173.64
2020-12-22,22:00:00,218.95,92.11,371.77,173.64
2020-12-22,23:00:00,213.12,85.09,362.68,163
2020-12-23,0:00:00,209.63,87.13,361.07,167.89
2020-12-23,1:00:00,208.92,83.5,362.54,166.37
2020-12-23,2:00:00,213.96,89.94,375.81,180.52
2020-12-23,3:00:00,226.16,108.28,403.55,210.13
2020-12-23,4:00:00,209.38,90.19,373.69,184.47
2020-12-23,5:00:00,201.9,85.12,356.03,168.63
2020-12-23,6:00:00,174.38,63.3,302.4,124.39
2020-12-23,7:00:00,120.02,36.09,199.04,72.46
2020-12-23,8:00:00,96.84,31.85,156.03,62.83
2020-12-23,9:00:00,84.67,29.3,135.25,55.04
2020-12-23,10:00:00,127.08,47.52,187.08,69.52
2020-12-23,11:00:00,120.75,49.12,189.24,84.03
2020-12-23,12:00:00,208.99,110.08,367.27,218.84
2020-12-23,13:00:00,294.03,157.06,521.68,322.82
2020-12-23,14:00:00,373.8,217.69,681.74,447.24
2020-12-23,15:00:00,411.75,250.77,772.07,514.39
2020-12-23,16:00:00,389.74,207.43,734.72,423.05
2020-12-23,17:00:00,369.34,186.83,699.53,395.81
2020-12-23,18:00:00,342.41,180.36,641.32,376.97
2020-12-23,19:00:00,307.75,155.73,566.77,321.69
2020-12-23,20:00:00,279.2,128.87,505.91,261.76
2020-12-23,21:00:00,269.96,120.5,486.63,246.17
2020-12-23,22:00:00,263.43,121.14,472.23,241.8
2020-12-23,23:00:00,257.8,115.35,458.17,227.64
2020-12-24,0:00:00,257.35,111.61,459.16,220.67
2020-12-24,1:00:00,268.41,123.13,482.94,243.63
2020-12-24,2:00:00,287.76,138.02,525.76,279.44
2020-12-24,3:00:00,312.24,175.96,576.5,341.15
2020-12-24,4:00:00,282.59,146,520.94,293.15
2020-12-24,5:00:00,283.7,126.89,518.54,249.17
2020-12-24,6:00:00,234.82,101.99,421.62,197.19
2020-12-24,7:00:00,155.67,58.06,267.03,114.46
2020-12-24,8:00:00,125.97,52.42,210.38,99.7
2020-12-24,9:00:00,100.81,44.39,164.55,82.14
2020-12-24,10:00:00,107.39,40.38,166.56,69.18
2020-12-24,11:00:00,114.63,37.22,171.84,60.52
2020-12-24,12:00:00,200.72,78.29,332.16,155.07
2020-12-24,13:00:00,275.16,136.48,480.31,271.68
2020-12-24,14:00:00,332.02,178.98,598.25,356.99
2020-12-24,15:00:00,364.32,183.35,672.37,377.29
2020-12-24,16:00:00,365.21,188.26,680.32,387.15
2020-12-24,17:00:00,338.43,181.05,632.07,370.82
2020-12-24,18:00:00,316.49,165.58,584.94,329.95
2020-12-24,19:00:00,287.25,148.99,521.54,286.88
2020-12-24,20:00:00,245.81,109.82,442.28,217.73
2020-12-24,21:00:00,227.64,98.78,409.09,194.06
2020-12-24,22:00:00,218.25,94.78,394.69,182.75
2020-12-24,23:00:00,205.67,80.49,375.82,162.66
2020-12-25,0:00:00,212.4,91.44,387.58,179.47
2020-12-25,1:00:00,223.59,103.65,411.1,204.12
2020-12-25,2:00:00,238.98,116.84,442.78,231
2020-12-25,3:00:00,239.86,122.04,446.02,240.52
2020-12-25,4:00:00,222.16,103.1,409.61,208.93
2020-12-25,5:00:00,205.77,91.66,369.09,182.89
2020-12-25,6:00:00,165.87,60.19,286,119.24
2020-12-25,7:00:00,124.6,36.47,200.48,72.58
2020-12-25,8:00:00,95.93,26.67,141.99,50.54
2020-12-25,9:00:00,86.76,21.88,125.13,40.43
2020-12-25,10:00:00,93.89,20.7,134.97,39.98
2020-12-25,11:00:00,105.11,25.36,154.12,49.94
2020-12-25,12:00:00,158.09,65.18,264.93,130.37
2020-12-25,13:00:00,245.58,114.35,447.04,232.65
2020-12-25,14:00:00,287.59,128.8,537.09,265.08
2020-12-25,15:00:00,338.15,156.97,636.53,319.22
2020-12-25,16:00:00,339.38,155.33,632.81,309.01
2020-12-25,17:00:00,325.64,151.62,605.6,307.92
2020-12-25,18:00:00,311.41,148.61,571.95,294.58
2020-12-25,19:00:00,285.54,126.12,516.09,249.61
2020-12-25,20:00:00,255.04,107.53,454.75,215.27
2020-12-25,21:00:00,236.24,98.2,417.59,199.06
2020-12-25,22:00:00,226.83,93.22,398.24,188.25
2020-12-25,23:00:00,222.16,94.44,388.86,188.82
2020-12-26,0:00:00,227.68,100.06,400.2,200.23
2020-12-26,1:00:00,238.61,107.56,419.07,210.63
2020-12-26,2:00:00,266.05,135.99,476.13,259.88
2020-12-26,3:00:00,282.12,147.43,512.04,286.25
2020-12-26,4:00:00,240.94,107.01,431.88,214.69
2020-12-26,5:00:00,217.99,90.32,381.51,180.67
2020-12-26,6:00:00,191.72,76.45,325.82,153.4
2020-12-26,7:00:00,140.03,41.04,220.82,79.07
2020-12-26,8:00:00,112.57,29.36,166.45,57.71
2020-12-26,9:00:00,102.08,25.52,147.11,48.91
2020-12-26,10:00:00,111.5,29.73,154.21,49.48
2020-12-26,11:00:00,118.92,33.95,168.02,60.44
2020-12-26,12:00:00,183.29,74.12,289.16,134.57
2020-12-26,13:00:00,259.81,116.06,429.38,216.74
2020-12-26,14:00:00,317.94,162.31,533.68,296.69
2020-12-26,15:00:00,395.16,230.85,673.45,422.66
2020-12-26,16:00:00,432.44,235.14,737.67,441.01
2020-12-26,17:00:00,420.92,222.27,712.44,411.1
2020-12-26,18:00:00,431.22,231.51,729.53,434.55
2020-12-26,19:00:00,426.56,224.75,712.04,413.81
2020-12-26,20:00:00,421.74,214.05,710.16,405.23
2020-12-26,21:00:00,403.78,193.42,672.58,354.57
2020-12-26,22:00:00,398.03,201.11,660.06,354.96
2020-12-26,23:00:00,382.9,193.5,636.58,337.79
2020-12-27,0:00:00,390.1,207.51,646.69,356.06
2020-12-27,1:00:00,422.63,238.49,702.1,402.93
2020-12-27,2:00:00,482.01,288.01,799.59,469.78
2020-12-27,3:00:00,534.57,318.44,892.41,529.24
2020-12-27,4:00:00,570.87,409.1,951.6,658.59
2020-12-27,5:00:00,500.98,227.85,836.09,401.2
2020-12-27,6:00:00,450.76,219.03,734.15,385.7
2020-12-27,7:00:00,325.7,128.53,503.46,226.12
2020-12-27,8:00:00,231.69,72.55,339.99,124.8
2020-12-27,9:00:00,176.72,47.13,249.56,79.49
2020-12-27,10:00:00,143.83,30.15,198.62,51.32
2020-12-27,11:00:00,132.32,23.63,190.39,37.35
2020-12-27,12:00:00,182.16,87.57,312.42,151.5
2020-12-27,13:00:00,223.49,94.64,426.53,188.2
2020-12-27,14:00:00,246.99,123.42,517.82,240.19
2020-12-27,15:00:00,294.44,150.78,665.31,304.54
2020-12-27,16:00:00,306.69,171.53,760.93,324.42
2020-12-27,17:00:00,269.26,96.33,744.39,214.62
2020-12-27,18:00:00,252.06,84.42,720.95,181.2
2020-12-27,19:00:00,232.76,71.67,680.43,143.85
2020-12-27,20:00:00,208.62,58.94,621.39,116.19
2020-12-27,21:00:00,191.73,55.93,576.66,111.61
2020-12-27,22:00:00,176.74,50.08,535.67,101.85
2020-12-27,23:00:00,165.87,49.09,495.41,94.73
