date,hour,mod_PM2.5,mod_PM2.5_stdev,mod_PM10,mod_PM10_stdev 
2020-12-28,0:00:00,171.9,57.93,488.61,110.69
2020-12-28,1:00:00,181.24,68.34,489.53,131.48
2020-12-28,2:00:00,187.22,74.32,482.52,147.24
2020-12-28,3:00:00,159.35,47.15,400.17,103.34
2020-12-28,4:00:00,138.29,43.23,324.58,91.46
2020-12-28,5:00:00,120.16,37.51,257.94,73.51
2020-12-28,6:00:00,93.43,23.19,192.65,44.21
2020-12-28,7:00:00,82.43,16.85,170.91,35.6
2020-12-28,8:00:00,79.11,16.05,159.91,34.07
2020-12-28,9:00:00,78.15,15.53,150.06,32.61
2020-12-28,10:00:00,72.95,16.28,133.8,32.52
2020-12-28,11:00:00,74.05,15.6,128.09,30.08
2020-12-28,12:00:00,94.2,29.99,165.96,58.11
2020-12-28,13:00:00,136.43,59.37,250.17,115.46
2020-12-28,14:00:00,202.57,109.54,383.93,217.26
2020-12-28,15:00:00,247.14,140.9,472.44,285.7
2020-12-28,16:00:00,253.49,136.4,482.66,277.69
2020-12-28,17:00:00,238.78,121.64,448.16,245.95
2020-12-28,18:00:00,220.12,112.58,408.71,223.72
2020-12-28,19:00:00,199.24,100.19,367.07,198.15
2020-12-28,20:00:00,175.7,80.38,322.32,161.02
2020-12-28,21:00:00,164.71,70.89,301.69,141.1
2020-12-28,22:00:00,158.6,67.38,289.36,133.5
2020-12-28,23:00:00,148.43,54.82,269.02,112.06
2020-12-29,0:00:00,144.77,48.89,262.5,101.22
2020-12-29,1:00:00,148.58,50.37,268.96,104.69
2020-12-29,2:00:00,155.88,51.18,281.74,108.47
2020-12-29,3:00:00,156.23,58.21,278.05,118.12
2020-12-29,4:00:00,145.83,47.83,252.93,96.27
2020-12-29,5:00:00,133.88,42.36,227.07,82.94
2020-12-29,6:00:00,111,27.86,180.73,54.86
2020-12-29,7:00:00,94.17,18.99,147.3,36.76
2020-12-29,8:00:00,85.59,13.87,130.83,26.22
2020-12-29,9:00:00,82.95,12.56,126.28,23.73
2020-12-29,10:00:00,85.03,13.86,126.12,25.3
2020-12-29,11:00:00,89.72,12.92,131.75,23.68
2020-12-29,12:00:00,106.91,23.97,166.72,46.32
2020-12-29,13:00:00,154.85,63.53,268.37,125.72
2020-12-29,14:00:00,205.59,100.49,374.21,197.64
2020-12-29,15:00:00,231.12,117.47,426.59,232.16
2020-12-29,16:00:00,224.66,102.81,420.79,211.2
2020-12-29,17:00:00,212.78,94.86,399.12,195.37
2020-12-29,18:00:00,204.76,90.95,379.46,184.35
2020-12-29,19:00:00,183.8,76.08,337.11,151.23
2020-12-29,20:00:00,171.35,63.62,312.49,127.29
2020-12-29,21:00:00,159.85,56.53,291.99,115.75
2020-12-29,22:00:00,164.81,58.88,299.62,119.53
2020-12-29,23:00:00,154.2,58,278.35,113.36
2020-12-30,0:00:00,161.71,68.19,290.94,129.4
2020-12-30,1:00:00,172.6,79.21,312.77,150.15
2020-12-30,2:00:00,174.33,77,319.73,149.51
2020-12-30,3:00:00,167.93,70.66,306.48,137.67
2020-12-30,4:00:00,149.57,54.97,271.21,108.32
2020-12-30,5:00:00,138.39,45.61,247.62,90.91
2020-12-30,6:00:00,116.88,30.8,198.7,60.87
2020-12-30,7:00:00,93.88,18.51,151.79,35.53
2020-12-30,8:00:00,87.57,18.03,140.09,35.81
2020-12-30,9:00:00,82.29,16.18,129.56,31.13
2020-12-30,10:00:00,79.04,15.36,123.04,29.11
2020-12-30,11:00:00,81.18,18.44,127.04,34.22
2020-12-30,12:00:00,96.77,33,156.92,64.13
2020-12-30,13:00:00,151.8,79.78,271.41,154.82
2020-12-30,14:00:00,209.04,142.5,385.73,272.94
2020-12-30,15:00:00,247.34,182.17,466.33,350.43
2020-12-30,16:00:00,255.76,155.91,482.68,300.61
2020-12-30,17:00:00,241.38,127.56,455.56,251.18
2020-12-30,18:00:00,233.1,121.27,435.69,238.04
2020-12-30,19:00:00,212.71,106.64,391.72,206.29
2020-12-30,20:00:00,184.57,82.06,334.75,163.24
2020-12-30,21:00:00,173.86,75.16,312.11,149.09
2020-12-30,22:00:00,163.04,62.8,289.62,125.94
2020-12-30,23:00:00,151.33,55.51,265.57,111.36
2020-12-31,0:00:00,153.39,58.86,269.12,116.68
2020-12-31,1:00:00,160.54,64.28,284.59,128.05
2020-12-31,2:00:00,171.29,74.28,307.16,147.24
2020-12-31,3:00:00,168.15,72.68,301.23,142.59
2020-12-31,4:00:00,175.89,79.82,317.79,160.23
2020-12-31,5:00:00,171.35,68.51,304.87,136.9
2020-12-31,6:00:00,135.56,48.43,230.57,94.16
2020-12-31,7:00:00,114.98,43.67,190.64,82.94
2020-12-31,8:00:00,106.22,39.44,174.61,75.4
2020-12-31,9:00:00,106.33,40.98,173.51,76.26
2020-12-31,10:00:00,133.3,45.65,200.34,73.17
2020-12-31,11:00:00,126.62,55.24,190.86,84.67
2020-12-31,12:00:00,156.2,63.27,257.08,122.82
2020-12-31,13:00:00,195.43,68.9,331.65,145.29
2020-12-31,14:00:00,236,96.6,408.58,192.39
2020-12-31,15:00:00,269.4,125.96,478.84,251.64
2020-12-31,16:00:00,289.58,140.54,514.01,272.92
2020-12-31,17:00:00,279.35,134.07,492.79,258.71
2020-12-31,18:00:00,258.81,124.51,451.07,238.43
2020-12-31,19:00:00,237.62,104.05,408.62,205.25
2020-12-31,20:00:00,217.27,86.67,363.63,166.66
2020-12-31,21:00:00,208.78,87.75,345.99,166.68
2020-12-31,22:00:00,204.07,81.96,335.51,154.4
2020-12-31,23:00:00,200.84,75.16,327.74,141.81
2021-1-1,0:00:00,217.54,91.61,358.35,171.64
2021-1-1,1:00:00,238.41,124.52,399.15,228.33
2021-1-1,2:00:00,268.36,163.35,455.19,287.94
2021-1-1,3:00:00,300.79,231.75,520.18,405.31
2021-1-1,4:00:00,312.27,244.62,542.76,431.95
2021-1-1,5:00:00,308.48,159.51,534.67,297.65
2021-1-1,6:00:00,303.66,143.86,512.92,259.37
2021-1-1,7:00:00,248.76,96.56,409.61,178.18
2021-1-1,8:00:00,224.65,92.37,363.12,164.86
2021-1-1,9:00:00,198.99,80.47,317.12,145.18
2021-1-1,10:00:00,225.61,79.16,345.36,137.41
2021-1-1,11:00:00,217.6,76.14,334.11,142.5
2021-1-1,12:00:00,239.31,103.55,370.94,186.66
2021-1-1,13:00:00,241.45,82.58,369.1,151.08
2021-1-1,14:00:00,273.03,84.35,415.07,154.07
2021-1-1,15:00:00,301.82,90.39,457.94,170.62
2021-1-1,16:00:00,330.47,112.57,499.98,206.9
2021-1-1,17:00:00,332.18,93.33,499.55,173.03
2021-1-1,18:00:00,336.33,96.31,502.37,178.24
2021-1-1,19:00:00,324.45,90.72,481.81,166.96
2021-1-1,20:00:00,307.85,86.78,459.77,161.71
2021-1-1,21:00:00,294.04,95.43,444.17,177.84
2021-1-1,22:00:00,269.17,90.35,409.37,169.64
2021-1-1,23:00:00,265.27,128.31,410.52,229.35
2021-1-2,0:00:00,262.21,129.14,410.6,234.08
2021-1-2,1:00:00,263.98,126.7,415.89,223.27
2021-1-2,2:00:00,253.55,105.73,402.09,192.11
2021-1-2,3:00:00,234.5,99.84,375.93,189.76
2021-1-2,4:00:00,222.34,88.41,351.49,155.04
2021-1-2,5:00:00,206.01,78.03,323.97,141.72
2021-1-2,6:00:00,180.52,57.84,283.93,116.54
2021-1-2,7:00:00,154.91,45.66,235.92,92.92
2021-1-2,8:00:00,136.01,42.68,199.67,77.93
2021-1-2,9:00:00,120.49,39.29,175.84,73.42
2021-1-2,10:00:00,152.86,50.86,214.51,82.31
2021-1-2,11:00:00,170.72,51.42,240.92,96.68
2021-1-2,12:00:00,207.54,66.83,307.3,123.04
2021-1-2,13:00:00,217.22,77.1,334.4,147.5
2021-1-2,14:00:00,219.3,86.89,343.31,169.19
2021-1-2,15:00:00,203.75,78.43,323.01,154.41
2021-1-2,16:00:00,207.48,104.12,333.11,192.06
2021-1-2,17:00:00,188.5,88.89,307.05,168.72
2021-1-2,18:00:00,187.74,97.39,308.88,181.02
2021-1-2,19:00:00,188.63,95.11,310.14,170.71
2021-1-2,20:00:00,184.69,83.12,302.96,148.01
2021-1-2,21:00:00,174.02,74.24,284.93,134.83
2021-1-2,22:00:00,176.7,76.77,289.63,141.25
2021-1-2,23:00:00,174.36,81.13,290.34,153.69
2021-1-3,0:00:00,162.12,69.51,267.59,129.47
2021-1-3,1:00:00,146.98,52.26,242.6,102.31
2021-1-3,2:00:00,149.87,59.8,248.52,114.28
2021-1-3,3:00:00,140.25,58.57,230.18,108.51
2021-1-3,4:00:00,119.94,43.1,189.94,79.09
2021-1-3,5:00:00,109.23,29.78,169.52,59.02
2021-1-3,6:00:00,93.97,20.46,138.29,41
2021-1-3,7:00:00,82.35,14.1,113.37,27.93
2021-1-3,8:00:00,79.4,12.81,105.03,23.78
2021-1-3,9:00:00,77.72,10.06,100.93,18.4
2021-1-3,10:00:00,84.72,16.41,116.4,29.98
2021-1-3,11:00:00,92.39,19.72,126.24,34.89
2021-1-3,12:00:00,107.46,30.12,156.12,54.55
2021-1-3,13:00:00,138.7,55.66,224.03,109.99
2021-1-3,14:00:00,148.62,70.96,245.79,139.2
2021-1-3,15:00:00,160.64,84.94,267.07,154.46
2021-1-3,16:00:00,157.39,75.46,260.11,137.58
2021-1-3,17:00:00,162.15,77.17,272.74,149.37
2021-1-3,18:00:00,183.96,104.79,311.73,197.87
2021-1-3,19:00:00,195.25,103.54,325.97,185.83
2021-1-3,20:00:00,200.61,93.1,340.32,175.23
2021-1-3,21:00:00,199.16,89.49,343.88,176.25
2021-1-3,22:00:00,199.81,94.98,344.68,180.76
2021-1-3,23:00:00,196.08,90.14,343.34,180.98
2021-1-4,0:00:00,194.67,93.04,339.14,175.02
2021-1-4,1:00:00,198.85,103.95,344.44,195.67
2021-1-4,2:00:00,203.91,132.87,353.43,236.96
2021-1-4,3:00:00,160.15,79.89,275.35,146.47
2021-1-4,4:00:00,126.32,60.7,212.24,115.54
2021-1-4,5:00:00,119.31,48.76,195.38,87.7
2021-1-4,6:00:00,108.66,44.38,173.75,82.09
2021-1-4,7:00:00,101.24,37.07,159.18,66.64
2021-1-4,8:00:00,101.2,37.19,159.53,66.68
2021-1-4,9:00:00,82.34,40.51,135.15,71.31
2021-1-4,10:00:00,101.66,41.79,163.13,72.72
2021-1-4,11:00:00,119.42,58.58,202.31,111.12
2021-1-4,12:00:00,155.18,107.19,272.4,195.65
2021-1-4,13:00:00,151.87,116.17,269.48,215.03
2021-1-4,14:00:00,136.1,64.54,250.38,137.87
2021-1-4,15:00:00,149.98,89.37,273.27,177.9
2021-1-4,16:00:00,143.25,74.48,266.24,156.12
2021-1-4,17:00:00,133.5,66.24,246.94,136.48
2021-1-4,18:00:00,128.58,65.16,233.96,133.48
2021-1-4,19:00:00,115.85,53.61,206.8,109.17
2021-1-4,20:00:00,112.05,47.67,199.75,98.69
2021-1-4,21:00:00,108.03,44.12,189.53,90.77
2021-1-4,22:00:00,107.53,43.57,186.46,85.29
2021-1-4,23:00:00,117.11,56.45,205.28,106.04
2021-1-5,0:00:00,124.28,53.51,224.08,111.85
2021-1-5,1:00:00,131.29,67.01,236.63,129.34
2021-1-5,2:00:00,133.28,69.98,235.18,128.17
2021-1-5,3:00:00,118.43,56.63,207.93,102.11
2021-1-5,4:00:00,107.87,50.58,189.02,100.14
2021-1-5,5:00:00,97.93,54.31,164.52,92.52
2021-1-5,6:00:00,97,45.72,160.53,82.55
2021-1-5,7:00:00,85.16,27.6,137.91,54.26
2021-1-5,8:00:00,87.18,38.27,137.92,62.47
2021-1-5,9:00:00,87.48,42.45,136.59,68.08
2021-1-5,10:00:00,89.04,33.12,129.24,56.85
2021-1-5,11:00:00,102.19,42.98,158.3,87.88
2021-1-5,12:00:00,122.69,46.54,194.42,87.19
2021-1-5,13:00:00,137.22,66.6,222.59,120.45
2021-1-5,14:00:00,140.13,68.02,228.75,132.21
2021-1-5,15:00:00,144.25,66.8,237.06,128.99
2021-1-5,16:00:00,145.62,64.88,241.34,134.99
2021-1-5,17:00:00,150.92,65.98,252.79,132.8
2021-1-5,18:00:00,152.33,69.78,251.57,136.31
2021-1-5,19:00:00,149.83,59.24,243.37,112.47
2021-1-5,20:00:00,155.75,60.07,252.52,112.38
2021-1-5,21:00:00,156.48,62.44,252.85,118.67
2021-1-5,22:00:00,147.45,50.93,239.37,100.76
2021-1-5,23:00:00,146.3,58.61,241.54,115.78
2021-1-6,0:00:00,154.12,84.23,257.64,159.79
2021-1-6,1:00:00,167.63,106.12,285.73,196.08
2021-1-6,2:00:00,176.4,101.2,309.71,194.65
2021-1-6,3:00:00,180.36,113.52,322.82,218.1
2021-1-6,4:00:00,128.46,81.81,215.57,153.63
2021-1-6,5:00:00,110.95,60.22,182.22,117.16
2021-1-6,6:00:00,100.65,51.66,158.51,95.58
2021-1-6,7:00:00,90.77,34.43,135.8,63.36
2021-1-6,8:00:00,85.99,30.4,124.67,55.29
2021-1-6,9:00:00,82.13,25.47,116.13,45.74
2021-1-6,10:00:00,84.22,26.98,115.57,41.77
2021-1-6,11:00:00,83.63,23.64,118.7,42.77
2021-1-6,12:00:00,106.21,45.64,164.57,82.98
2021-1-6,13:00:00,133.92,60.66,225.28,118.92
2021-1-6,14:00:00,154.61,91.08,260.1,156.92
2021-1-6,15:00:00,164.75,85.53,292.79,176.2
2021-1-6,16:00:00,174.62,89.29,322.77,191.26
2021-1-6,17:00:00,179.82,74.5,321.31,158.18
2021-1-6,18:00:00,181.82,83.04,315.53,169.7
2021-1-6,19:00:00,202.23,101.53,351.59,199.96
2021-1-6,20:00:00,202.09,94.18,347.36,182.5
2021-1-6,21:00:00,200.38,88.45,343.01,173.29
2021-1-6,22:00:00,194.98,84.71,333.24,166.87
2021-1-6,23:00:00,186.09,76.68,318.42,153.57
2021-1-7,0:00:00,189.81,92.34,325.14,178.37
2021-1-7,1:00:00,186.4,88.02,322.18,174.09
2021-1-7,2:00:00,188.23,86.78,329.36,175.12
2021-1-7,3:00:00,171.19,80.96,296.04,160.96
2021-1-7,4:00:00,157.33,64.41,269.24,131.19
2021-1-7,5:00:00,142.9,57.8,237.92,110.33
2021-1-7,6:00:00,105.99,30.84,167.75,59.63
2021-1-7,7:00:00,81.49,21.35,117.22,39.97
2021-1-7,8:00:00,80.52,23.16,115.89,41.51
2021-1-7,9:00:00,80.22,21.98,116.75,38.8
2021-1-7,10:00:00,85.43,21.67,123.64,39.6
2021-1-7,11:00:00,85.2,24.72,123.54,44.68
2021-1-7,12:00:00,95.73,37.82,145.78,68.72
2021-1-7,13:00:00,108.39,37.55,174.46,78.01
2021-1-7,14:00:00,130.93,50.25,221.02,96.02
2021-1-7,15:00:00,156.86,85.09,274.57,166.49
2021-1-7,16:00:00,160.14,78.12,284.16,155.84
2021-1-7,17:00:00,162.51,77.48,287.31,149.49
2021-1-7,18:00:00,168.38,84.56,297.65,161.71
2021-1-7,19:00:00,165.69,77.31,294.57,152.64
2021-1-7,20:00:00,168.7,73.26,300.75,147.86
2021-1-7,21:00:00,194.38,117.89,347.32,220.51
2021-1-7,22:00:00,191.81,99.58,344.77,201.54
2021-1-7,23:00:00,197.48,118.16,351.92,221.4
2021-1-8,0:00:00,202.29,133.34,362.87,242.58
2021-1-8,1:00:00,203.95,107.28,366.39,210.43
2021-1-8,2:00:00,200.85,99.54,362.97,200.01
2021-1-8,3:00:00,200.96,112.72,362.39,221.51
2021-1-8,4:00:00,172.92,88.92,299.76,167.94
2021-1-8,5:00:00,136.5,48.35,227.1,95.32
2021-1-8,6:00:00,111.96,35.16,176.67,69.03
2021-1-8,7:00:00,104.69,31.18,158.46,56.8
2021-1-8,8:00:00,97.8,28.59,144.31,52.45
2021-1-8,9:00:00,92.76,27.58,134.71,50.33
2021-1-8,10:00:00,129.33,46.73,180.72,70.99
2021-1-8,11:00:00,115.35,29.77,157.35,48.34
2021-1-8,12:00:00,126.34,30.27,174.55,52.58
2021-1-8,13:00:00,149.56,42.32,216.95,78.06
2021-1-8,14:00:00,169.8,57.45,265.66,110.06
2021-1-8,15:00:00,185.29,71.83,302.01,137.82
2021-1-8,16:00:00,186.67,78.43,314.83,154.47
2021-1-8,17:00:00,178.04,77.94,306.16,154.57
2021-1-8,18:00:00,172.23,73.62,299.47,148.65
2021-1-8,19:00:00,169.95,75.64,296.75,151.76
2021-1-8,20:00:00,165.09,75.16,287.02,150.65
2021-1-8,21:00:00,164.24,75.73,284.2,150.53
2021-1-8,22:00:00,159.24,71.41,275.66,143.11
2021-1-8,23:00:00,155.65,70.94,271.07,144.85
2021-1-9,0:00:00,153.27,64.73,269.39,137.17
2021-1-9,1:00:00,151.73,67.11,265.57,139.91
2021-1-9,2:00:00,150.38,65.53,265.53,140.62
2021-1-9,3:00:00,126.75,49.74,215.39,104.63
2021-1-9,4:00:00,108.24,36.07,175.16,75.07
2021-1-9,5:00:00,103.37,40.82,162.59,80.7
2021-1-9,6:00:00,104.17,53.93,160.97,97.81
2021-1-9,7:00:00,101.54,49.57,156.66,91.88
2021-1-9,8:00:00,104.05,66.43,159,115.14
2021-1-9,9:00:00,100.54,54.5,153.51,96.02
2021-1-9,10:00:00,95.18,39.85,143.46,73.59
2021-1-9,11:00:00,101.87,45.69,159.28,88.75
2021-1-9,12:00:00,115.91,76.61,190.67,143.18
2021-1-9,13:00:00,121.54,74.02,206.86,153.97
2021-1-9,14:00:00,124.62,59.9,214.98,118.92
2021-1-9,15:00:00,126.42,55.54,220.21,118.62
2021-1-9,16:00:00,138.65,70.37,242.6,144.5
2021-1-9,17:00:00,137.97,70.41,236.32,138.78
2021-1-9,18:00:00,138.06,65.32,236.87,130.11
2021-1-9,19:00:00,138.16,63.58,237.25,129.42
2021-1-9,20:00:00,139.48,65.82,240.04,132.05
2021-1-9,21:00:00,138.07,65.69,237.09,132.46
2021-1-9,22:00:00,139.13,68.57,239.28,136.37
2021-1-9,23:00:00,136.09,58.24,233.58,119.33
2021-1-10,0:00:00,134.54,57.86,231.48,120.21
2021-1-10,1:00:00,130.24,53.64,222.92,112.36
2021-1-10,2:00:00,128.76,60.31,221,126.87
2021-1-10,3:00:00,118.74,54.7,201.34,114.64
2021-1-10,4:00:00,95.33,32.68,153.82,70.45
2021-1-10,5:00:00,89.29,34.89,138.95,66.43
2021-1-10,6:00:00,76.45,27.05,115.48,52.57
2021-1-10,7:00:00,60.85,17.83,87.25,34.25
2021-1-10,8:00:00,51.15,13.02,70.19,24.87
2021-1-10,9:00:00,50.39,12.62,69.36,22.93
2021-1-10,10:00:00,63.33,18.93,86.07,29.5
2021-1-10,11:00:00,62.84,11.22,85.08,20.54
2021-1-10,12:00:00,74.8,17.22,105.56,32.85
2021-1-10,13:00:00,101.55,33.71,162.13,68.71
2021-1-10,14:00:00,125.44,57.91,211.73,116.61
2021-1-10,15:00:00,130.64,45.42,220.86,95.81
2021-1-10,16:00:00,144.56,58.42,247.24,120.58
2021-1-10,17:00:00,145.52,60.31,249.85,125.9
2021-1-10,18:00:00,140.61,58.56,241.7,121.48
2021-1-10,19:00:00,143.94,69.49,249.24,143.5
2021-1-10,20:00:00,147.43,73.75,259.17,154.67
2021-1-10,21:00:00,155.42,89.79,275.1,182.74
2021-1-10,22:00:00,161.63,106.68,288.69,211.52
2021-1-10,23:00:00,159.52,117.33,284.48,225.87
2021-1-11,0:00:00,157.75,119.21,285.14,236.45
2021-1-11,1:00:00,149.5,108.96,267.24,211.47
2021-1-11,2:00:00,140.29,92.36,249.97,179.86
2021-1-11,3:00:00,120.18,67.08,214.33,137.54
2021-1-11,4:00:00,75.68,26.21,124.48,53.09
2021-1-11,5:00:00,57.68,15.93,89.18,31.83
2021-1-11,6:00:00,48.91,11.54,73.47,22.93
2021-1-11,7:00:00,42.37,9.27,62.36,17.99
2021-1-11,8:00:00,39.51,9.71,58.41,18.75
2021-1-11,9:00:00,36.59,8.78,54.26,16.84
2021-1-11,10:00:00,47.7,11.84,71.06,19.5
2021-1-11,11:00:00,57.3,12.96,81.34,23.01
2021-1-11,12:00:00,74.21,18.15,115.88,36.67
2021-1-11,13:00:00,105.34,39.91,181.19,82.68
2021-1-11,14:00:00,114.15,41.18,197.71,86.21
2021-1-11,15:00:00,119.76,41.98,207.83,86.39
2021-1-11,16:00:00,133.4,60.73,231.76,116.04
2021-1-11,17:00:00,140.55,65.25,244.5,124.93
2021-1-11,18:00:00,149.84,66.61,265.05,130.27
2021-1-11,19:00:00,158.47,83.95,285.48,162.19
2021-1-11,20:00:00,150.28,76.29,268.8,144.44
2021-1-11,21:00:00,147.17,80.68,266.06,152.13
2021-1-11,22:00:00,149.37,85.01,272.96,160.06
2021-1-11,23:00:00,143.81,85.27,264.75,159.48
2021-1-12,0:00:00,140.92,79.7,261.43,151.36
2021-1-12,1:00:00,134.77,71.02,250.13,134.16
2021-1-12,2:00:00,125.8,62.69,237.38,123.07
2021-1-12,3:00:00,110.15,56.08,205.7,110.86
2021-1-12,4:00:00,76.74,30.54,137.77,62.24
2021-1-12,5:00:00,63.34,22.61,110.52,45.09
2021-1-12,6:00:00,52.14,16.21,88.31,31.47
2021-1-12,7:00:00,43.14,12.45,71.61,24.01
2021-1-12,8:00:00,37.01,10.83,60.57,20.93
2021-1-12,9:00:00,31.86,10.62,51.28,19.79
2021-1-12,10:00:00,47.8,22.07,69.9,25.83
2021-1-12,11:00:00,71.9,17.07,96.48,25.77
2021-1-12,12:00:00,93.5,26.19,138.77,49.63
2021-1-12,13:00:00,135,54.08,224.06,108.78
2021-1-12,14:00:00,153.86,64.82,259.88,123.55
2021-1-12,15:00:00,151.58,62.74,260.96,124.52
2021-1-12,16:00:00,152.11,65.19,266.7,130.74
2021-1-12,17:00:00,151.66,68.32,269.91,137.96
2021-1-12,18:00:00,141.98,64.66,252.52,127.29
2021-1-12,19:00:00,136.56,63.77,245.41,127.76
2021-1-12,20:00:00,134.28,66.45,242.65,130.52
2021-1-12,21:00:00,133.01,73.25,240.15,137.18
2021-1-12,22:00:00,122.15,61.08,222.44,120.19
2021-1-12,23:00:00,125.67,68.95,228.92,130.18
2021-1-13,0:00:00,121.95,61.18,224.2,119.05
2021-1-13,1:00:00,117.93,57.48,218.35,113.9
2021-1-13,2:00:00,119.54,59.57,222.4,117.32
2021-1-13,3:00:00,111.68,57.37,208.33,114.72
2021-1-13,4:00:00,81.1,33.62,145.26,68.23
2021-1-13,5:00:00,69.56,27.56,121.5,54.55
2021-1-13,6:00:00,57.13,21.6,97.42,41.77
2021-1-13,7:00:00,45.49,15.58,75.99,30.08
2021-1-13,8:00:00,36.47,10.78,59.48,20.63
2021-1-13,9:00:00,34.11,10.92,55.87,20.53
2021-1-13,10:00:00,65.32,37.63,93.14,43.46
2021-1-13,11:00:00,81.53,21.57,108.8,26.76
2021-1-13,12:00:00,113.72,31.17,170.34,60.34
2021-1-13,13:00:00,145.54,49.36,236.62,100.92
2021-1-13,14:00:00,159.72,62.41,265.75,124.81
2021-1-13,15:00:00,165,66.52,278.86,133.39
2021-1-13,16:00:00,173.18,77.61,296.52,152.69
2021-1-13,17:00:00,186.36,112.78,324.67,211.38
2021-1-13,18:00:00,198.48,104.84,351.58,205.27
2021-1-13,19:00:00,206.92,104.25,368.01,200.53
2021-1-13,20:00:00,206.59,104.15,373.26,202.2
2021-1-13,21:00:00,210.01,114.73,380.97,218.83
2021-1-13,22:00:00,204.38,115.69,374.89,222.81
2021-1-13,23:00:00,197.47,119.98,361.01,226.65
2021-1-14,0:00:00,188.88,124.13,346.62,233.45
2021-1-14,1:00:00,188.28,122.23,346.26,226.85
2021-1-14,2:00:00,189.11,119,349.12,222.82
2021-1-14,3:00:00,191.5,129.17,354.03,240.12
2021-1-14,4:00:00,166.84,112.88,305.86,204.13
2021-1-14,5:00:00,149.64,80.33,269.29,147.85
2021-1-14,6:00:00,131.02,59.53,232.23,108.42
2021-1-14,7:00:00,94.48,39.46,159.54,71.72
2021-1-14,8:00:00,74.79,25.87,120.01,47.89
2021-1-14,9:00:00,66.02,26.23,102.76,47.75
2021-1-14,10:00:00,154.15,89.89,205.96,116.48
2021-1-14,11:00:00,122.75,71.78,172.93,94.62
2021-1-14,12:00:00,155.55,65.24,252.75,118.14
2021-1-14,13:00:00,209.31,86.91,330.23,158.36
2021-1-14,14:00:00,270.57,135.29,437.61,244.44
2021-1-14,15:00:00,304.19,161.38,505.75,303.73
2021-1-14,16:00:00,369.24,256.49,616.54,439.09
2021-1-14,17:00:00,374.52,242.36,635.62,427.96
2021-1-14,18:00:00,361.1,189.93,631.75,365.87
2021-1-14,19:00:00,393.11,218.78,690.26,412.06
2021-1-14,20:00:00,412.57,248.66,728.82,461.88
2021-1-14,21:00:00,417.93,225.86,744.08,430.57
2021-1-14,22:00:00,438.61,243.43,781.15,463.77
2021-1-14,23:00:00,432.08,263.7,777.66,489.6
2021-1-15,0:00:00,437.19,303.46,783.09,545.12
2021-1-15,1:00:00,416.87,294.86,749.5,532.59
2021-1-15,2:00:00,411.78,293.51,737.95,522.15
2021-1-15,3:00:00,394.21,288.82,709.15,507.93
2021-1-15,4:00:00,351.68,263.6,633.54,460.73
2021-1-15,5:00:00,287.97,182.97,503.1,318.69
2021-1-15,6:00:00,193.18,80.46,324.56,144.53
2021-1-15,7:00:00,140.58,49.86,221.22,86.08
2021-1-15,8:00:00,123.84,37.11,192.59,68.65
2021-1-15,9:00:00,121.49,37.46,189.29,69.79
2021-1-15,10:00:00,188.84,84.84,265.61,116.23
2021-1-15,11:00:00,179.4,84.76,265.65,130.38
2021-1-15,12:00:00,173.61,64.84,271.32,131.31
2021-1-15,13:00:00,212.56,66.35,338.74,138.23
2021-1-15,14:00:00,252.48,90.23,408.7,178.88
2021-1-15,15:00:00,301.02,150.4,500.18,288.3
2021-1-15,16:00:00,324.28,164.84,552.21,309.19
2021-1-15,17:00:00,343.98,157.1,589.66,299.37
2021-1-15,18:00:00,370.2,191.68,638.65,371.33
2021-1-15,19:00:00,383.87,173.22,672.83,346.64
2021-1-15,20:00:00,386.55,174.05,683.04,361.2
2021-1-15,21:00:00,390.05,178.97,687.19,361.25
2021-1-15,22:00:00,406.51,209.99,714.03,403.98
2021-1-15,23:00:00,375.34,189.39,661.02,361.15
2021-1-16,0:00:00,334.95,157.04,598.04,306.83
2021-1-16,1:00:00,318.06,156.27,569.58,298.61
2021-1-16,2:00:00,298.91,143,536.51,274.69
2021-1-16,3:00:00,271.24,126,487.49,249.88
2021-1-16,4:00:00,225.8,93.78,392.26,184.35
2021-1-16,5:00:00,187.51,67.14,309.19,132.72
2021-1-16,6:00:00,143.35,36.93,218.3,74.19
2021-1-16,7:00:00,120.09,27.47,173.43,55.59
2021-1-16,8:00:00,101.54,20.59,139.77,39.38
2021-1-16,9:00:00,93.29,20.03,127.33,38.06
2021-1-16,10:00:00,122.31,45.71,163.25,62.23
2021-1-16,11:00:00,110.11,30.09,149.66,46.24
2021-1-16,12:00:00,141.98,37.49,211.09,76.62
2021-1-16,13:00:00,184.58,68.62,295.65,136.19
2021-1-16,14:00:00,212.41,90.34,354.74,178.77
2021-1-16,15:00:00,225.31,95.88,380.69,185.84
2021-1-16,16:00:00,232.85,113.52,396.83,211.92
2021-1-16,17:00:00,239.83,121.4,412.86,225.06
2021-1-16,18:00:00,254.19,149.11,442.77,272.41
2021-1-16,19:00:00,259.05,148.1,459.72,279.38
2021-1-16,20:00:00,251.36,133.89,448.52,259.47
2021-1-16,21:00:00,249.42,124.24,447.18,244.39
2021-1-16,22:00:00,256.07,133.48,462.01,255.65
2021-1-16,23:00:00,260.66,143.71,472.92,269.23
2021-1-17,0:00:00,280.6,160.51,513.75,309.18
2021-1-17,1:00:00,315.34,195.03,580.16,367.69
