Time (UTC),T2(Model),Temp,Obs-Model,,Time (UTC),WD(Model),WD(Obs),Obs-Model,,Time (UTC),WS(Model),WS(Obs),Obs-Model,,Time (UTC),SWDown(Model), SWLower,Obs-Model,,SWUpper
12/14/2020 12:00:00,19.50803,16.36167,-3.14636,,12/14/20 12:00,295.32962,226.8889,-68.44072,,12/14/20 12:00,4.0489,3.748542,-0.300358,,12/14/20 12:00,0,18.19,18.19,,90.9
12/14/2020 13:00:00,18.88358,15.49,-3.39358,,12/14/20 13:00,324.84344,150.9167,-173.92674,,12/14/20 13:00,3.86828,2.978764,-0.889516,,12/14/20 13:00,0,6.645,6.645,,3.961
12/14/2020 14:00:00,18.25806,14.66625,-3.59181,,12/14/20 14:00,313.93964,46.18611,-267.75353,,12/14/20 14:00,1.48083,2.612764,1.131934,,12/14/20 14:00,0,6.152,6.152,,-2.59
12/14/2020 15:00:00,17.75922,13.62056,-4.13866,,12/14/20 15:00,310.07993,33.98194,-276.09799,,12/14/20 15:00,0.68443,2.094167,1.409737,,12/14/20 15:00,0,6.435,6.435,,-2.449
12/14/2020 16:00:00,17.21173,12.67972,-4.53201,,12/14/20 16:00,350.76904,36.25972,-314.50932,,12/14/20 16:00,1.00972,1.830236,0.820516,,12/14/20 16:00,0,5.959,5.959,,-2.092
12/14/2020 17:00:00,16.48822,12.0575,-4.43072,,12/14/20 17:00,299.05048,39.23056,-259.81992,,12/14/20 17:00,0.74431,2.030833,1.286523,,12/14/20 17:00,0,5.476,5.476,,-2.175
12/14/2020 18:00:00,15.81442,11.04542,-4.769,,12/14/20 18:00,237.11862,54.02361,-183.09501,,12/14/20 18:00,0.55779,1.895708,1.337918,,12/14/20 18:00,0,4.503,4.503,,-2.056
12/14/2020 19:00:00,15.2804,10.8975,-4.3829,,12/14/20 19:00,224.82132,171.0083,-53.81302,,12/14/20 19:00,1.03832,2.107194,1.068874,,12/14/20 19:00,0,5.926,5.926,,-3.469
12/14/2020 20:00:00,14.72098,10.48542,-4.23556,,12/14/20 20:00,184.98291,109.4069,-75.57601,,12/14/20 20:00,0.70174,1.657833,0.956093,,12/14/20 20:00,0,5.341,5.341,,-2.511
12/14/2020 21:00:00,14.55002,9.791667,-4.758353,,12/14/20 21:00,226.53838,61.66806,-164.87032,,12/14/20 21:00,0.42519,1.002889,0.577699,,12/14/20 21:00,0,4.509,4.509,,-0.954
12/14/2020 22:00:00,14.27795,9.485694,-4.792256,,12/14/20 22:00,250.96793,105.0195,-145.94843,,12/14/20 22:00,0.67102,1.125292,0.454272,,12/14/20 22:00,0,4.46,4.46,,-1.547
12/14/2020 23:00:00,13.88321,9.211528,-4.671682,,12/14/20 23:00,258.06046,213.6764,-44.38406,,12/14/20 23:00,1.4508,0.7674722,-0.6833278,,12/14/20 23:00,0,4.604,4.604,,-1.134
12/15/2020 0:00:00,13.36142,8.85625,-4.50517,,12/15/20 0:00,257.24496,279.6972,22.45224,,12/15/20 0:00,1.20488,0.5124722,-0.6924078,,12/15/20 0:00,0,4.852,4.852,,-0.876
12/15/2020 1:00:00,12.93582,8.525695,-4.410125,,12/15/20 1:00,253.19992,223.5569,-29.64302,,12/15/20 1:00,1.34492,1.084611,-0.260309,,12/15/20 1:00,0,4.172,4.172,,-1.523
12/15/2020 2:00:00,12.69781,8.850138,-3.847672,,12/15/20 2:00,244.18347,114.2042,-129.97927,,12/15/20 2:00,1.25682,2.604,1.34718,,12/15/20 2:00,20.48604,2.93,-17.55604,,-2.369
12/15/2020 3:00:00,13.70618,8.818055,-4.888125,,12/15/20 3:00,264.92899,188.4097,-76.51929,,12/15/20 3:00,0.93083,1.669305,0.738475,,12/15/20 3:00,195.50191,6.605,-188.89691,,26.14
12/15/2020 4:00:00,15.64557,9.480972,-6.164598,,12/15/20 4:00,299.22168,39.56806,-259.65362,,12/15/20 4:00,1.03598,2.119819,1.083839,,12/15/20 4:00,382.83008,18.35,-364.48008,,136
12/15/2020 5:00:00,17.69125,10.72875,-6.9625,,12/15/20 5:00,325.99725,35.01528,-290.98197,,12/15/20 5:00,1.16173,3.078833,1.917103,,12/15/20 5:00,530.46411,26.56,-503.90411,,256.3
12/15/2020 6:00:00,19.2319,12.27097,-6.96093,,12/15/20 6:00,341.14297,110.8667,-230.27627,,12/15/20 6:00,2.90444,2.299153,-0.605287,,12/15/20 6:00,615.76917,38.76,-577.00917,,388.3
12/15/2020 7:00:00,20.8381,13.86389,-6.97421,,12/15/20 7:00,347.14774,153.6708,-193.47694,,12/15/20 7:00,4.4343,2.009028,-2.425272,,12/15/20 7:00,642.06,58.71,-583.35,,476.8
12/15/2020 8:00:00,21.76721,14.85819,-6.90902,,12/15/20 8:00,302.24353,242.4875,-59.75603,,12/15/20 8:00,3.7379,2.83493,-0.90297,,12/15/20 8:00,606.58472,63.8,-542.78472,,506.9
12/15/2020 9:00:00,20.83517,15.56861,-5.26656,,12/15/20 9:00,327.6088,266.243,-61.3658,,12/15/20 9:00,3.20591,3.11275,-0.09316,,12/15/20 9:00,0,61.29,61.29,,481.5
12/15/2020 10:00:00,20.94135,16.30958,-4.63177,,12/15/20 10:00,325.54657,282.0542,-43.49237,,12/15/20 10:00,3.86331,3.193972,-0.669338,,12/15/20 10:00,335.38214,51.81,-283.57214,,385.2
12/15/2020 11:00:00,20.29364,16.79639,-3.49725,,12/15/20 11:00,347.33575,318.1681,-29.16765,,12/15/20 11:00,3.95414,3.01425,-0.93989,,12/15/20 11:00,146.11751,36.27,-109.84751,,243.8
12/15/2020 12:00:00,19.04807,16.56333,-2.48474,,12/15/20 12:00,334.32974,287.2639,-47.06584,,12/15/20 12:00,4.34711,2.753417,-1.593693,,12/15/20 12:00,0,17.13,17.13,,83.1
12/15/2020 13:00:00,18.27359,15.41833,-2.85526,,12/15/20 13:00,342.09482,330.275,-11.81982,,12/15/20 13:00,3.44343,2.394556,-1.048874,,12/15/20 13:00,0,6.641,6.641,,2.878
12/15/2020 14:00:00,17.51938,14.50347,-3.01591,,12/15/20 14:00,341.71106,320.7069,-21.00416,,12/15/20 14:00,2.52478,1.835597,-0.689183,,12/15/20 14:00,0,6.221,6.221,,-2.228
12/15/2020 15:00:00,16.74997,13.82319,-2.92678,,12/15/20 15:00,347.27332,328.4181,-18.85522,,12/15/20 15:00,2.60572,2.26518,-0.34054,,12/15/20 15:00,0,5.664,5.664,,-2.655
12/15/2020 16:00:00,16.11612,13.4325,-2.68362,,12/15/20 16:00,347.10291,330.9889,-16.11401,,12/15/20 16:00,2.42587,2.684319,0.258449,,12/15/20 16:00,0,5.28,5.28,,-3.013
12/15/2020 17:00:00,15.57907,12.70555,-2.87352,,12/15/20 17:00,346.99612,276.3847,-70.61142,,12/15/20 17:00,2.26199,2.863806,0.601816,,12/15/20 17:00,0,5.172,5.172,,-3.072
12/15/2020 18:00:00,15.09601,12.18195,-2.91406,,12/15/20 18:00,345.28784,269.5708,-75.71704,,12/15/20 18:00,2.27937,2.754347,0.474977,,12/15/20 18:00,0,5.096,5.096,,-3.05
12/15/2020 19:00:00,14.68552,11.85055,-2.83497,,12/15/20 19:00,344.91434,333.8083,-11.10604,,12/15/20 19:00,2.36171,1.923528,-0.438182,,12/15/20 19:00,0,5.442,5.442,,-2.677
12/15/2020 20:00:00,14.31659,10.60611,-3.71048,,12/15/20 20:00,345.82971,294.1486,-51.68111,,12/15/20 20:00,2.59239,1.935472,-0.656918,,12/15/20 20:00,0,4.914,4.914,,-2.591
12/15/2020 21:00:00,13.9696,9.87375,-4.09585,,12/15/20 21:00,345.81207,283.5625,-62.24957,,12/15/20 21:00,2.7478,1.591556,-1.156244,,12/15/20 21:00,0,4.746,4.746,,-2.607
12/15/2020 22:00:00,13.67273,9.759305,-3.913425,,12/15/20 22:00,343.91864,285.5542,-58.36444,,12/15/20 22:00,2.7125,1.203361,-1.509139,,12/15/20 22:00,0,4.259,4.259,,-1.592
12/15/2020 23:00:00,13.33481,9.20375,-4.13106,,12/15/20 23:00,341.32883,292.1833,-49.14553,,12/15/20 23:00,2.62724,0.8014583,-1.8257817,,12/15/20 23:00,0,4.189,4.189,,-0.499
12/16/2020 0:00:00,12.96533,9.201666,-3.763664,,12/16/20 0:00,340.29718,302.0444,-38.25278,,12/16/20 0:00,2.47032,1.823944,-0.646376,,12/16/20 0:00,0,3.523,3.523,,-2.337
12/16/2020 1:00:00,12.73016,9.000694,-3.729466,,12/16/20 1:00,337.49408,301.1,-36.39408,,12/16/20 1:00,2.27274,1.683417,-0.589323,,12/16/20 1:00,0,4.22,4.22,,-2.318
12/16/2020 2:00:00,12.58615,8.589582,-3.996568,,12/16/20 2:00,324.60089,283.9625,-40.63839,,12/16/20 2:00,2.28536,2.244847,-0.040513,,12/16/20 2:00,18.94652,4.834,-14.11252,,-2.178
12/16/2020 3:00:00,13.51749,6.582916,-6.934574,,12/16/20 3:00,324.07941,279.1097,-44.96971,,12/16/20 3:00,2.76297,2.077291,-0.685679,,12/16/20 3:00,192.35355,4.089,-188.26455,,17.69
12/16/2020 4:00:00,15.16635,7.684305,-7.482045,,12/16/20 4:00,329.2074,297.8931,-31.3143,,12/16/20 4:00,3.35885,2.741236,-0.617614,,12/16/20 4:00,383.04645,6.893,-376.15345,,62.76
12/16/2020 5:00:00,17.05289,8.374166,-8.678724,,12/16/20 5:00,335.09491,306.0861,-29.00881,,12/16/20 5:00,3.52316,3.267402,-0.255758,,12/16/20 5:00,537.21417,12.68,-524.53417,,132.8
12/16/2020 6:00:00,18.98563,9.709305,-9.276325,,12/16/20 6:00,327.76294,295.4639,-32.29904,,12/16/20 6:00,3.55768,3.382055,-0.175625,,12/16/20 6:00,631.10919,38.7,-592.40919,,398.1
12/16/2020 7:00:00,20.20724,11.5368,-8.67044,,12/16/20 7:00,331.02499,306.8347,-24.19029,,12/16/20 7:00,4.66398,2.875639,-1.788341,,12/16/20 7:00,663.10101,57.88,-605.22101,,517.4
12/16/2020 8:00:00,20.54306,13.42472,-7.11834,,12/16/20 8:00,328.84473,280.093,-48.75173,,12/16/20 8:00,5.3429,3.341222,-2.001678,,12/16/20 8:00,625.89941,66.22,-559.67941,,531.2
12/16/2020 9:00:00,20.11975,15.05722,-5.06253,,12/16/20 9:00,322.80646,292.2056,-30.60086,,12/16/20 9:00,3.87449,3.368125,-0.506365,,12/16/20 9:00,0,63.51,63.51,,505.4
12/16/2020 10:00:00,19.77222,15.90264,-3.86958,,12/16/20 10:00,326.39163,286.132,-40.25963,,12/16/20 10:00,5.39931,3.261222,-2.138088,,12/16/20 10:00,348.51501,52.18,-296.33501,,395.8
12/16/2020 11:00:00,19.34247,16.57319,-2.76928,,12/16/20 11:00,314.79492,305.343,-9.45192,,12/16/20 11:00,4.58196,2.983125,-1.598835,,12/16/20 11:00,154.64722,35.02,-119.62722,,236
12/16/2020 12:00:00,18.0816,16.89319,-1.18841,,12/16/20 12:00,327.7287,281.1056,-46.6231,,12/16/20 12:00,4.49082,2.879319,-1.611501,,12/16/20 12:00,0,17.51,17.51,,86
12/16/2020 13:00:00,17.30014,15.19764,-2.1025,,12/16/20 13:00,333.3721,289.9417,-43.4304,,12/16/20 13:00,3.7132,2.277361,-1.435839,,12/16/20 13:00,0,6.755,6.755,,3.721
12/16/2020 14:00:00,16.3797,13.36431,-3.01539,,12/16/20 14:00,335.41977,287.782,-47.63777,,12/16/20 14:00,3.48953,3.170694,-0.318836,,12/16/20 14:00,0,5.362,5.362,,-2.569
12/16/2020 15:00:00,15.60809,12.47833,-3.12976,,12/16/20 15:00,340.40961,306.8944,-33.51521,,12/16/20 15:00,3.21518,3.277611,0.062431,,12/16/20 15:00,0,5.024,5.024,,-2.736
12/16/2020 16:00:00,14.92679,12.36194,-2.56485,,12/16/20 16:00,342.56754,324.375,-18.19254,,12/16/20 16:00,2.88592,3.773222,0.887302,,12/16/20 16:00,0,4.605,4.605,,-2.937
12/16/2020 17:00:00,14.34134,11.99528,-2.34606,,12/16/20 17:00,339.76343,336.2889,-3.47453,,12/16/20 17:00,2.96098,4.085569,1.124589,,12/16/20 17:00,0,4.554,4.554,,-3.129
12/16/2020 18:00:00,13.82925,11.11778,-2.71147,,12/16/20 18:00,336.73114,332.9486,-3.78254,,12/16/20 18:00,2.87541,4.090736,1.215326,,12/16/20 18:00,0,4.532,4.532,,-3.083
12/16/2020 19:00:00,13.39157,9.982778,-3.408792,,12/16/20 19:00,332.12332,326.9583,-5.16502,,12/16/20 19:00,2.67368,3.544653,0.870973,,12/16/20 19:00,0,4.63,4.63,,-3.163
12/16/2020 20:00:00,12.99936,8.988472,-4.010888,,12/16/20 20:00,327.1297,321.2542,-5.8755,,12/16/20 20:00,2.58365,3.687889,1.104239,,12/16/20 20:00,0,4.661,4.661,,-3.217
12/16/2020 21:00:00,12.62387,7.485138,-5.138732,,12/16/20 21:00,321.46835,297.1444,-24.32395,,12/16/20 21:00,2.4463,3.459639,1.013339,,12/16/20 21:00,0,4.255,4.255,,-2.94
12/16/2020 22:00:00,12.2886,6.881806,-5.406794,,12/16/20 22:00,309.84915,311.4431,1.59395,,12/16/20 22:00,1.8134,3.91832,2.10492,,12/16/20 22:00,0,2.961,2.961,,-2.102
12/16/2020 23:00:00,11.85983,6.102777,-5.757053,,12/16/20 23:00,303.96902,298.8347,-5.13432,,12/16/20 23:00,2.34959,4.636083,2.286493,,12/16/20 23:00,0,2.72,2.72,,-1.803
12/17/2020 0:00:00,11.48761,5.248611,-6.238999,,12/17/20 0:00,300.4541,299.5278,-0.9263,,12/17/20 0:00,2.71322,5.21743,2.50421,,12/17/20 0:00,0,2.045,2.045,,-1.337
12/17/2020 1:00:00,11.03464,4.994166,-6.040474,,12/17/20 1:00,296.63312,299.6805,3.04738,,12/17/20 1:00,2.90166,4.569486,1.667826,,12/17/20 1:00,0,1.557,1.557,,-0.888
12/17/2020 2:00:00,10.70508,5.029444,-5.675636,,12/17/20 2:00,294.23318,305.5389,11.30572,,12/17/20 2:00,3.13801,4.662514,1.524504,,12/17/20 2:00,19.95827,1.923,-18.03527,,-1.207
12/17/2020 3:00:00,11.69244,4.739028,-6.953412,,12/17/20 3:00,298.189,311.4514,13.2624,,12/17/20 3:00,3.65531,4.484652,0.829342,,12/17/20 3:00,206.3976,4.043,-202.3546,,17.88
12/17/2020 4:00:00,13.43521,4.927778,-8.507432,,12/17/20 4:00,302.68405,302.6805,-0.00355,,12/17/20 4:00,4.09066,4.729625,0.638965,,12/17/20 4:00,400.27148,14.15,-386.12148,,110.1
12/17/2020 5:00:00,15.71616,5.837361,-9.878799,,12/17/20 5:00,308.5975,312.5861,3.9886,,12/17/20 5:00,4.21488,4.648277,0.433397,,12/17/20 5:00,552.83319,34.95,-517.88319,,294.8
12/17/2020 6:00:00,17.57184,7.255,-10.31684,,12/17/20 6:00,302.19995,300.4125,-1.78745,,12/17/20 6:00,5.20896,3.889236,-1.319724,,12/17/20 6:00,645.25916,48.65,-596.60916,,449.6
12/17/2020 7:00:00,18.61978,8.385833,-10.233947,,12/17/20 7:00,303.74899,290.7292,-13.01979,,12/17/20 7:00,6.2379,4.479333,-1.758567,,12/17/20 7:00,669.45935,65.2,-604.25935,,518
12/17/2020 8:00:00,19.54306,9.681945,-9.861115,,12/17/20 8:00,327.52682,296.9625,-30.56432,,12/17/20 8:00,5.53847,4.76607,-0.7724,,12/17/20 8:00,630.65564,69.14,-561.51564,,544.5
12/17/2020 9:00:00,18.51175,11.48625,-7.0255,,12/17/20 9:00,304.71289,305.5347,0.82181,,12/17/20 9:00,3.98921,4.636056,0.646846,,12/17/20 9:00,0,65.4,65.4,,506.5
12/17/2020 10:00:00,18.42065,12.7032,-5.71745,,12/17/20 10:00,301.44858,311.9167,10.46812,,12/17/20 10:00,6.62927,4.656083,-1.973187,,12/17/20 10:00,355.69513,53.1,-302.59513,,388.1
12/17/2020 11:00:00,17.98502,13.22597,-4.75905,,12/17/20 11:00,294.51227,313.2972,18.78493,,12/17/20 11:00,5.41432,5.414083,-0.000237,,12/17/20 11:00,155.34549,36.03,-119.31549,,234.9
12/17/2020 12:00:00,16.8924,13.44792,-3.44448,,12/17/20 12:00,303.54056,315.9667,12.42614,,12/17/20 12:00,5.04286,4.582153,-0.460707,,12/17/20 12:00,0,16.76,16.76,,84.4
12/17/2020 13:00:00,16.0589,12.62583,-3.43307,,12/17/20 13:00,305.00562,311.5819,6.57628,,12/17/20 13:00,3.56312,3.498833,-0.064287,,12/17/20 13:00,0,6.196,6.196,,4.111
12/17/2020 14:00:00,15.32117,11.84792,-3.47325,,12/17/20 14:00,303.33105,301.1431,-2.18795,,12/17/20 14:00,3.14138,2.579041,-0.562339,,12/17/20 14:00,0,5.769,5.769,,-2.619
12/17/2020 15:00:00,14.6774,11.16903,-3.50837,,12/17/20 15:00,306.4639,295.6,-10.8639,,12/17/20 15:00,2.7889,2.286916,-0.501984,,12/17/20 15:00,0,5.514,5.514,,-2.654
12/17/2020 16:00:00,14.04047,10.54514,-3.49533,,12/17/20 16:00,305.87451,295.3472,-10.52731,,12/17/20 16:00,1.89298,2.543917,0.650937,,12/17/20 16:00,0,5.212,5.212,,-2.844
12/17/2020 17:00:00,13.50531,9.558472,-3.946838,,12/17/20 17:00,300.54932,287.3319,-13.21742,,12/17/20 17:00,1.92156,2.404264,0.482704,,12/17/20 17:00,0,5.175,5.175,,-2.851
12/17/2020 18:00:00,12.9967,8.970416,-4.026284,,12/17/20 18:00,289.54227,288.075,-1.46727,,12/17/20 18:00,1.65154,2.511986,0.860446,,12/17/20 18:00,0,5.027,5.027,,-2.791
12/17/2020 19:00:00,12.54144,8.176945,-4.364495,,12/17/20 19:00,288.60654,285.7917,-2.81484,,12/17/20 19:00,1.9026,2.767681,0.865081,,12/17/20 19:00,0,4.931,4.931,,-2.921
12/17/2020 20:00:00,12.15891,7.816389,-4.342521,,12/17/20 20:00,290.87207,279.0097,-11.86237,,12/17/20 20:00,2.29256,2.670278,0.377718,,12/17/20 20:00,0,4.786,4.786,,-2.988
12/17/2020 21:00:00,11.77524,7.287222,-4.488018,,12/17/20 21:00,289.81857,287.3806,-2.43797,,12/17/20 21:00,2.44144,2.399792,-0.041648,,12/17/20 21:00,0,4.796,4.796,,-2.742
12/17/2020 22:00:00,11.42258,6.808611,-4.613969,,12/17/20 22:00,291.49594,304.8778,13.38186,,12/17/20 22:00,2.76821,2.741125,-0.027085,,12/17/20 22:00,0,4.478,4.478,,-2.557
12/17/2020 23:00:00,11.10428,7.290277,-3.814003,,12/17/20 23:00,294.69733,289.7889,-4.90843,,12/17/20 23:00,2.73443,2.600611,-0.133819,,12/17/20 23:00,0,4.439,4.439,,-2.728
12/18/2020 0:00:00,10.85199,7.021944,-3.830046,,12/18/20 0:00,295.64932,290.3472,-5.30212,,12/18/20 0:00,2.63563,3.081458,0.445828,,12/18/20 0:00,0,4.288,4.288,,-2.748
12/18/2020 1:00:00,10.60904,6.351944,-4.257096,,12/18/20 1:00,295.62695,285.3097,-10.31725,,12/18/20 1:00,2.60043,2.887875,0.287445,,12/18/20 1:00,0,4.258,4.258,,-2.754
12/18/2020 2:00:00,10.4342,5.630833,-4.803367,,12/18/20 2:00,297.32867,286.8764,-10.45227,,12/18/20 2:00,2.75842,3.342139,0.583719,,12/18/20 2:00,18.31179,4.11,-14.20179,,-2.554
12/18/2020 3:00:00,11.62839,5.24375,-6.38464,,12/18/20 3:00,300.73706,290.425,-10.31206,,12/18/20 3:00,3.6566,2.69875,-0.95785,,12/18/20 3:00,200.58488,9.25,-191.33488,,34.29
12/18/2020 4:00:00,13.40802,6.522083,-6.885937,,12/18/20 4:00,303.39963,290.5778,-12.82183,,12/18/20 4:00,4.05936,3.574666,-0.484694,,12/18/20 4:00,392.72321,23.91,-368.81321,,181.7
12/18/2020 5:00:00,15.89465,9.764861,-6.129789,,12/18/20 5:00,304.05804,304.2694,0.21136,,12/18/20 5:00,4.43096,4.228625,-0.202335,,12/18/20 5:00,545.43054,37.21,-508.22054,,354.1
12/18/2020 6:00:00,18.19266,12.40431,-5.78835,,12/18/20 6:00,305.83932,307.9097,2.07038,,12/18/20 6:00,5.01983,4.188736,-0.831094,,12/18/20 6:00,639.79907,55.07,-584.72907,,501
12/18/2020 7:00:00,19.75635,14.67444,-5.08191,,12/18/20 7:00,305.86505,318.5569,12.69185,,12/18/20 7:00,5.37667,4.931666,-0.445004,,12/18/20 7:00,668.48193,70.5,-597.98193,,584.6
12/18/2020 8:00:00,20.67426,15.94641,-4.72785,,12/18/20 8:00,302.18741,319.8748,17.68739,,12/18/20 8:00,5.77122,5.223282,-0.547938,,12/18/20 8:00,627.78119,71.09,-556.69119,,576.3
12/18/2020 9:00:00,19.5452,17.48208,-2.06312,,12/18/20 9:00,300.48434,316.9486,16.46426,,12/18/20 9:00,3.83294,4.763236,0.930296,,12/18/20 9:00,0,66.32,66.32,,522.9
12/18/2020 10:00:00,19.83621,18.38736,-1.44885,,12/18/20 10:00,284.02982,315.0875,31.05768,,12/18/20 10:00,5.39841,5.03218,-0.36623,,12/18/20 10:00,355.11325,54.98,-300.13325,,404.7
12/18/2020 11:00:00,19.26233,18.60611,-0.65622,,12/18/20 11:00,304.41412,325.1056,20.69148,,12/18/20 11:00,4.71085,5.125861,0.415011,,12/18/20 11:00,157.55884,38.99,-118.56884,,254.3
12/18/2020 12:00:00,18.09076,18.04236,-0.0484,,12/18/20 12:00,299.55521,316.4917,16.93649,,12/18/20 12:00,3.52388,4.122722,0.598842,,12/18/20 12:00,0,18.55,18.55,,89.9
12/18/2020 13:00:00,17.06683,16.64681,-0.42002,,12/18/20 13:00,291.9772,303.8569,11.8797,,12/18/20 13:00,2.55287,2.43343,-0.11944,,12/18/20 13:00,0,7.1,7.1,,4.24
12/18/2020 14:00:00,16.08835,15.16431,-0.92404,,12/18/20 14:00,288.86823,291.8778,3.00957,,12/18/20 14:00,2.0961,2.183361,0.087261,,12/18/20 14:00,0,6.002,6.002,,-2.164
12/18/2020 15:00:00,15.29663,13.93667,-1.35996,,12/18/20 15:00,290.51361,288.2153,-2.29831,,12/18/20 15:00,2.01043,2.137458,0.127028,,12/18/20 15:00,0,5.794,5.794,,-2.356
12/18/2020 16:00:00,14.47736,13.11444,-1.36292,,12/18/20 16:00,283.60522,289.2306,5.62538,,12/18/20 16:00,1.17328,1.97025,0.79697,,12/18/20 16:00,0,5.489,5.489,,-1.938
12/18/2020 17:00:00,13.83749,12.36444,-1.47305,,12/18/20 17:00,275.85693,299.8986,24.04167,,12/18/20 17:00,1.19706,1.558125,0.361065,,12/18/20 17:00,0,5.173,5.173,,-1.462
12/18/2020 18:00:00,13.25754,11.845,-1.41254,,12/18/20 18:00,270.84799,285.0653,14.21731,,12/18/20 18:00,1.28627,0.7949999,-0.4912701,,12/18/20 18:00,0,4.938,4.938,,0.363
12/18/2020 19:00:00,12.71838,10.80361,-1.91477,,12/18/20 19:00,261.09384,267.7403,6.64646,,12/18/20 19:00,1.22923,0.995125,-0.234105,,12/18/20 19:00,0,4.799,4.799,,-0.329
12/18/2020 20:00:00,12.2796,11.04403,-1.23557,,12/18/20 20:00,252.93039,206.9333,-45.99709,,12/18/20 20:00,1.25087,1.039875,-0.210995,,12/18/20 20:00,0,4.909,4.909,,-1.253
12/18/2020 21:00:00,11.91852,9.674305,-2.244215,,12/18/20 21:00,252.84282,271.7375,18.89468,,12/18/20 21:00,1.36988,1.289694,-0.080186,,12/18/20 21:00,0,4.693,4.693,,-1.572
12/18/2020 22:00:00,11.60236,9.074861,-2.527499,,12/18/20 22:00,251.76886,272.7583,20.98944,,12/18/20 22:00,1.53051,1.772347,0.241837,,12/18/20 22:00,0,4.511,4.511,,-2.606
12/18/2020 23:00:00,11.32147,8.039166,-3.282304,,12/18/20 23:00,251.27016,282.0903,30.82014,,12/18/20 23:00,1.66111,1.69825,0.03714,,12/18/20 23:00,0,4.41,4.41,,-2.346
12/19/2020 0:00:00,11.03214,7.582916,-3.449224,,12/19/20 0:00,245.47577,292.8597,47.38393,,12/19/20 0:00,1.65325,2.898514,1.245264,,12/19/20 0:00,0,4.127,4.127,,-2.499
12/19/2020 1:00:00,10.78574,7.2075,-3.57824,,12/19/20 1:00,246.8215,288.4153,41.5938,,12/19/20 1:00,1.75144,2.735083,0.983643,,12/19/20 1:00,0,4.199,4.199,,-2.616
12/19/2020 2:00:00,10.66769,6.892917,-3.774773,,12/19/20 2:00,256.18167,286.3931,30.21143,,12/19/20 2:00,1.92633,2.450222,0.523892,,12/19/20 2:00,17.24599,4.25,-12.99599,,-2.314
12/19/2020 3:00:00,12.02182,6.905417,-5.116403,,12/19/20 3:00,287.53168,281.8764,-5.65528,,12/19/20 3:00,2.50631,2.390708,-0.115602,,12/19/20 3:00,198.7095,8.75,-189.9595,,30.8
12/19/2020 4:00:00,14.17545,8.183889,-5.991561,,12/19/20 4:00,296.81354,285.282,-11.53154,,12/19/20 4:00,3.27512,2.605472,-0.669648,,12/19/20 4:00,391.27094,21.95,-369.32094,,164.5
12/19/2020 5:00:00,16.64655,10.87417,-5.77238,,12/19/20 5:00,298.1947,295.5972,-2.5975,,12/19/20 5:00,3.24531,3.271,0.02569,,12/19/20 5:00,545.40491,34,-511.40491,,328.2
12/19/2020 6:00:00,19.13223,13.68569,-5.44654,,12/19/20 6:00,302.33984,296.95,-5.38984,,12/19/20 6:00,3.52478,3.724125,0.199345,,12/19/20 6:00,638.42975,51.97,-586.45975,,475.2
12/19/2020 7:00:00,21.09146,16.01333,-5.07813,,12/19/20 7:00,304.56268,314.8167,10.25402,,12/19/20 7:00,4.20528,4.450375,0.245095,,12/19/20 7:00,664.79028,69.12,-595.67028,,567.9
12/19/2020 8:00:00,22.13803,17.7968,-4.34123,,12/19/20 8:00,301.70746,303.1208,1.41334,,12/19/20 8:00,4.74403,4.15425,-0.58978,,12/19/20 8:00,625.4726,68.94,-556.5326,,559.6
12/19/2020 9:00:00,21.29584,18.66319,-2.63265,,12/19/20 9:00,305.71967,300.7264,-4.99327,,12/19/20 9:00,3.90019,4.656806,0.756616,,12/19/20 9:00,0,63.92,63.92,,494.5
12/19/2020 10:00:00,21.4856,19.51167,-1.97393,,12/19/20 10:00,295.89716,293.5264,-2.37076,,12/19/20 10:00,5.17948,4.785306,-0.394174,,12/19/20 10:00,354.14105,53.24,-300.90105,,389
12/19/2020 11:00:00,20.8338,19.91555,-0.91825,,12/19/20 11:00,299.43323,290.4333,-8.99993,,12/19/20 11:00,4.92945,4.769208,-0.160242,,12/19/20 11:00,160.48035,37.24,-123.24035,,241.7
12/19/2020 12:00:00,19.48044,19.45972,-0.02072,,12/19/20 12:00,301.98648,293.0681,-8.91838,,12/19/20 12:00,3.0696,3.988458,0.918858,,12/19/20 12:00,0,18.4,18.4,,89.1
12/19/2020 13:00:00,18.39774,17.84403,-0.55371,,12/19/20 13:00,292.78537,294.7,1.91463,,12/19/20 13:00,2.32692,2.651236,0.324316,,12/19/20 13:00,0,7.285,7.285,,3.855
12/19/2020 14:00:00,17.36462,16.58347,-0.78115,,12/19/20 14:00,288.47281,282.0028,-6.47001,,12/19/20 14:00,2.3142,2.394597,0.080397,,12/19/20 14:00,0,6.064,6.064,,-2.377
12/19/2020 15:00:00,16.50436,14.97208,-1.53228,,12/19/20 15:00,289.58804,293.5833,3.99526,,12/19/20 15:00,1.73715,2.618889,0.881739,,12/19/20 15:00,0,5.446,5.446,,-1.999
12/19/2020 16:00:00,15.94797,14.30944,-1.63853,,12/19/20 16:00,275.19934,294.5875,19.38816,,12/19/20 16:00,1.19632,1.984875,0.788555,,12/19/20 16:00,0,5.583,5.583,,-1.371
