Time (UTC),T2(Model),Temp,Obs-Model,,Time (UTC),WD(Model),WD(Obs),Obs-Model,,Time (UTC),WS(Model),WS(Obs),Obs-Model,,Time (UTC),SWDown(Model), SWLower,Obs-Model,,SWUpper
12/1/2020 0:00:00,16.35733,13.74431,-2.61302,,12/1/20 0:00,248.06122,278.6917,30.63048,,12/1/20 0:00,1.47951,1.403542,-0.075968,,12/1/20 0:00,0,4.748,4.748,,-1.319
12/1/2020 1:00:00,16.04544,13.36347,-2.68197,,12/1/20 1:00,251.86467,274.7847,22.92003,,12/1/20 1:00,1.42542,1.486333,0.060913,,12/1/20 1:00,0,4.649,4.649,,-2.333
12/1/2020 2:00:00,15.9787,12.92195,-3.05675,,12/1/20 2:00,253.92874,255.9778,2.04906,,12/1/20 2:00,1.24226,0.880125,-0.362135,,12/1/20 2:00,35.57781,4.458,-31.11981,,-0.119
12/1/2020 3:00:00,17.47351,13.14375,-4.32976,,12/1/20 3:00,255.25107,263.9764,8.72533,,12/1/20 3:00,1.29906,1.098139,-0.200921,,12/1/20 3:00,203.14876,9.95,-193.19876,,40.92
12/1/2020 4:00:00,19.46429,14.14,-5.32429,,12/1/20 4:00,268.71393,281.9695,13.25557,,12/1/20 4:00,1.23652,1.502556,0.266036,,12/1/20 4:00,382.20981,21.76,-360.44981,,164.2
12/1/2020 5:00:00,22.2597,16.18889,-6.07081,,12/1/20 5:00,280.30298,266.4,-13.90298,,12/1/20 5:00,0.76262,1.77625,1.01363,,12/1/20 5:00,525.94989,34.14,-491.80989,,314.5
12/1/2020 6:00:00,24.64905,19.91291,-4.73614,,12/1/20 6:00,285.31647,273.9673,-11.34917,,12/1/20 6:00,1.11353,1.333455,0.219925,,12/1/20 6:00,612.60339,62.73,-549.87339,,463
12/1/2020 7:00:00,26.21179,21.92861,-4.28318,,12/1/20 7:00,285.43832,303.0611,17.62278,,12/1/20 7:00,1.50722,1.652167,0.144947,,12/1/20 7:00,636.5127,71.31,-565.2027,,533.7
12/1/2020 8:00:00,27.06729,23.47916,-3.58813,,12/1/20 8:00,330.55731,283.1986,-47.35871,,12/1/20 8:00,1.45536,1.879153,0.423793,,12/1/20 8:00,575.47034,71.71,-503.76034,,529
12/1/2020 9:00:00,27.02942,24.28444,-2.74498,,12/1/20 9:00,309.81033,273.95,-35.86033,,12/1/20 9:00,2.06974,2.293819,0.224079,,12/1/20 9:00,0,65.62,65.62,,465
12/1/2020 10:00:00,26.9046,24.97278,-1.93182,,12/1/20 10:00,295.68726,244.3333,-51.35396,,12/1/20 10:00,3.36363,2.032236,-1.331394,,12/1/20 10:00,296.07959,50.59,-245.48959,,337.5
12/1/2020 11:00:00,26.48868,24.95736,-1.53132,,12/1/20 11:00,294.65134,315.7958,21.14446,,12/1/20 11:00,3.58299,2.426194,-1.156796,,12/1/20 11:00,123.3174,32.32,-90.9974,,187.5
12/1/2020 12:00:00,25.10721,24.61514,-0.49207,,12/1/20 12:00,297.58502,320.3083,22.72328,,12/1/20 12:00,2.64796,1.152778,-1.495182,,12/1/20 12:00,0,14.88,14.88,,64.85
12/1/2020 13:00:00,24.17078,23.29653,-0.87425,,12/1/20 13:00,327.85944,310.7944,-17.06504,,12/1/20 13:00,1.81536,1.08575,-0.72961,,12/1/20 13:00,0,7.323,7.323,,4.369
12/1/2020 14:00:00,23.30786,21.58639,-1.72147,,12/1/20 14:00,333.40118,164.2445,-169.15668,,12/1/20 14:00,1.43789,0.9329444,-0.5049456,,12/1/20 14:00,0,5.519,5.519,,0.911
12/1/2020 15:00:00,22.26343,20.07097,-2.19246,,12/1/20 15:00,354.67319,127.3945,-227.27869,,12/1/20 15:00,1.18945,0.7279582,-0.4614918,,12/1/20 15:00,0,4.821,4.821,,0.512
12/1/2020 16:00:00,21.46201,19.46375,-1.99826,,12/1/20 16:00,11.62392,76.42639,64.80247,,12/1/20 16:00,1.10344,0.5634861,-0.5399539,,12/1/20 16:00,0,4.956,4.956,,1.389
12/1/2020 17:00:00,20.89404,18.74,-2.15404,,12/1/20 17:00,322.57697,198.9431,-123.63387,,12/1/20 17:00,0.61778,0.3978889,-0.2198911,,12/1/20 17:00,0,4.673,4.673,,1.004
12/1/2020 18:00:00,20.1507,17.48486,-2.66584,,12/1/20 18:00,268.69922,229.2264,-39.47282,,12/1/20 18:00,1.02384,0.5089166,-0.5149234,,12/1/20 18:00,0,4.564,4.564,,0.456
12/1/2020 19:00:00,19.56851,16.22655,-3.34196,,12/1/20 19:00,268.01749,183.959,-84.05849,,12/1/20 19:00,1.05863,0.392839,-0.665791,,12/1/20 19:00,0,4.427,4.427,,0.024
12/1/2020 20:00:00,18.71353,15.86486,-2.84867,,12/1/20 20:00,259.03363,190.6708,-68.36283,,12/1/20 20:00,1.11537,0.6525139,-0.4628561,,12/1/20 20:00,0,3.939,3.939,,0.036
12/1/2020 21:00:00,18.00757,15.52306,-2.48451,,12/1/20 21:00,239.1931,216.3583,-22.8348,,12/1/20 21:00,1.08172,0.4431666,-0.6385534,,12/1/20 21:00,0,4.509,4.509,,-0.076
12/1/2020 22:00:00,17.41254,14.52347,-2.88907,,12/1/20 22:00,242.07704,265.468,23.39096,,12/1/20 22:00,1.43768,0.8324027,-0.6052773,,12/1/20 22:00,0,5.014,5.014,,-0.459
12/1/2020 23:00:00,16.72238,14.61458,-2.1078,,12/1/20 23:00,249.89296,273.2667,23.37374,,12/1/20 23:00,1.48428,1.417847,-0.066433,,12/1/20 23:00,0,4.749,4.749,,-1.768
12/2/2020 0:00:00,16.51407,14.02486,-2.48921,,12/2/20 0:00,250.12717,265.5097,15.38253,,12/2/20 0:00,1.52021,1.373847,-0.146363,,12/2/20 0:00,0,4.544,4.544,,-1.946
12/2/2020 1:00:00,16.40347,13.40292,-3.00055,,12/2/20 1:00,247.30396,256.1805,8.87654,,12/2/20 1:00,1.53978,0.8441527,-0.6956273,,12/2/20 1:00,0,4.538,4.538,,-0.71
12/2/2020 2:00:00,16.35263,13.36861,-2.98402,,12/2/20 2:00,247.16626,272.4597,25.29344,,12/2/20 2:00,1.61821,1.503958,-0.114252,,12/2/20 2:00,35.78599,4.417,-31.36899,,-1.386
12/2/2020 3:00:00,17.90121,13.17208,-4.72913,,12/2/20 3:00,264.72406,277.4222,12.69814,,12/2/20 3:00,1.63108,1.354611,-0.276469,,12/2/20 3:00,210.87415,9.07,-201.80415,,37.86
12/2/2020 4:00:00,19.91138,14.38681,-5.52457,,12/2/20 4:00,271.78107,270.3042,-1.47687,,12/2/20 4:00,2.11212,1.988694,-0.123426,,12/2/20 4:00,393.70691,22.45,-371.25691,,171.8
12/2/2020 5:00:00,22.71054,16.3782,-6.33234,,12/2/20 5:00,281.54501,285.3445,3.79949,,12/2/20 5:00,2.1027,2.291514,0.188814,,12/2/20 5:00,540.83704,35.43,-505.40704,,327.4
12/2/2020 6:00:00,25.15466,19.11708,-6.03758,,12/2/20 6:00,294.7265,278.1903,-16.5362,,12/2/20 6:00,3.14961,2.284014,-0.865596,,12/2/20 6:00,627.11249,61.95,-565.16249,,460.4
12/2/2020 7:00:00,26.74084,21.78542,-4.95542,,12/2/20 7:00,300.00656,308.5236,8.51704,,12/2/20 7:00,3.15164,2.517125,-0.634515,,12/2/20 7:00,645.20953,72.71,-572.49953,,538.2
12/2/2020 8:00:00,28.06738,23.86486,-4.20252,,12/2/20 8:00,318.10651,308.75,-9.35651,,12/2/20 8:00,4.22672,2.977,-1.24972,,12/2/20 8:00,594.39551,74.96,-519.43551,,546.9
12/2/2020 9:00:00,27.68616,24.76625,-2.91991,,12/2/20 9:00,301.02771,310.2986,9.27089,,12/2/20 9:00,4.16652,3.83518,-0.33134,,12/2/20 9:00,0,69.14,69.14,,476.7
12/2/2020 10:00:00,27.56909,25.44291,-2.12618,,12/2/20 10:00,286.53152,316.9944,30.46288,,12/2/20 10:00,5.42369,4.319138,-1.104552,,12/2/20 10:00,331.23203,55.98,-275.25203,,361.1
12/2/2020 11:00:00,26.8475,25.66166,-1.18584,,12/2/20 11:00,299.90256,318.0389,18.13634,,12/2/20 11:00,3.87072,4.0165,0.14578,,12/2/20 11:00,131.94592,38.72,-93.22592,,227.6
12/2/2020 12:00:00,25.26617,24.97667,-0.2895,,12/2/20 12:00,294.50745,304.2639,9.75645,,12/2/20 12:00,1.77594,2.299361,0.523421,,12/2/20 12:00,0,17.23,17.23,,77.15
12/2/2020 13:00:00,24.03036,23.32236,-0.708,,12/2/20 13:00,284.51947,304.2306,19.71113,,12/2/20 13:00,2.08764,1.696528,-0.391112,,12/2/20 13:00,0,7.363,7.363,,4.154
12/2/2020 14:00:00,23.37659,22.07931,-1.29728,,12/2/20 14:00,289.50226,306.743,17.24074,,12/2/20 14:00,1.88015,1.589236,-0.290914,,12/2/20 14:00,0,6.331,6.331,,-0.575
12/2/2020 15:00:00,22.89508,21.11708,-1.778,,12/2/20 15:00,291.39062,287.5375,-3.85312,,12/2/20 15:00,1.81008,1.593389,-0.216691,,12/2/20 15:00,0,5.718,5.718,,-1.111
12/2/2020 16:00:00,22.13715,19.45094,-2.68621,,12/2/20 16:00,232.80148,288.4532,55.65172,,12/2/20 16:00,1.08189,1.494889,0.412999,,12/2/20 16:00,0,5.399,5.399,,-0.247
12/2/2020 17:00:00,21.30975,19.045,-2.26475,,12/2/20 17:00,237.83253,279.6986,41.86607,,12/2/20 17:00,1.29497,1.545153,0.250183,,12/2/20 17:00,0,5.184,5.184,,-0.988
12/2/2020 18:00:00,20.14993,18.32097,-1.82896,,12/2/20 18:00,238.16826,280.3792,42.21094,,12/2/20 18:00,1.60934,1.21325,-0.39609,,12/2/20 18:00,0,5.31,5.31,,-0.39
12/2/2020 19:00:00,19.69785,17.54528,-2.15257,,12/2/20 19:00,253.43495,260.3278,6.89285,,12/2/20 19:00,1.90374,0.8907638,-1.0129762,,12/2/20 19:00,0,4.443,4.443,,0.24
12/2/2020 20:00:00,18.91351,16.67222,-2.24129,,12/2/20 20:00,233.92291,270.3708,36.44789,,12/2/20 20:00,2.22937,0.998111,-1.231259,,12/2/20 20:00,0,4.663,4.663,,-0.305
12/2/2020 21:00:00,18.005,15.65708,-2.34792,,12/2/20 21:00,228.30409,241.2028,12.89871,,12/2/20 21:00,2.00701,0.6676944,-1.3393156,,12/2/20 21:00,0,3.918,3.918,,0.684
12/2/2020 22:00:00,17.47418,15.34597,-2.12821,,12/2/20 22:00,235.31305,232.343,-2.97005,,12/2/20 22:00,2.30265,0.752375,-1.550275,,12/2/20 22:00,0,4.375,4.375,,0.171
12/2/2020 23:00:00,17.12766,15.58194,-1.54572,,12/2/20 23:00,244.37384,267.375,23.00116,,12/2/20 23:00,2.33134,1.414125,-0.917215,,12/2/20 23:00,0,4.431,4.431,,-1.298
12/3/2020 0:00:00,16.70609,15.23653,-1.46956,,12/3/20 0:00,248.43196,259.2653,10.83334,,12/3/20 0:00,2.23262,1.110486,-1.122134,,12/3/20 0:00,0,4.231,4.231,,-1.079
12/3/2020 1:00:00,16.46155,14.25833,-2.20322,,12/3/20 1:00,262.7197,289.5097,26.79,,12/3/20 1:00,2.3637,0.9159166,-1.4477834,,12/3/20 1:00,0,4.749,4.749,,-0.413
12/3/2020 2:00:00,16.15948,14.0725,-2.08698,,12/3/20 2:00,265.4025,264.9431,-0.4594,,12/3/20 2:00,1.64567,1.090889,-0.554781,,12/3/20 2:00,35.47577,4.394,-31.08177,,-0.858
12/3/2020 3:00:00,17.76233,13.65889,-4.10344,,12/3/20 3:00,268.71609,229.1972,-39.51889,,12/3/20 3:00,1.02849,0.6941111,-0.3343789,,12/3/20 3:00,212.58224,9.29,-203.29224,,39.46
12/3/2020 4:00:00,19.71674,15.16611,-4.55063,,12/3/20 4:00,278.13248,283.1153,4.98282,,12/3/20 4:00,1.43314,1.413319,-0.019821,,12/3/20 4:00,394.77408,21.07,-373.70408,,167.6
12/3/2020 5:00:00,22.1694,17.28611,-4.88329,,12/3/20 5:00,288.58994,275.3569,-13.23304,,12/3/20 5:00,1.10008,2.346208,1.246128,,12/3/20 5:00,539.64758,33.5,-506.14758,,314.7
12/3/2020 6:00:00,24.6756,19.48097,-5.19463,,12/3/20 6:00,297.95633,263.1764,-34.77993,,12/3/20 6:00,1.34686,2.073417,0.726557,,12/3/20 6:00,624.85498,59.21,-565.64498,,444.6
12/3/2020 7:00:00,26.73032,21.85444,-4.87588,,12/3/20 7:00,319.06042,274.3319,-44.72852,,12/3/20 7:00,2.41167,1.766194,-0.645476,,12/3/20 7:00,639.60004,69.73,-569.87004,,520.9
12/3/2020 8:00:00,27.74652,24.05708,-3.68944,,12/3/20 8:00,282.88696,264.3764,-18.51056,,12/3/20 8:00,2.08236,1.350861,-0.731499,,12/3/20 8:00,589.95032,70.64,-519.31032,,530.7
12/3/2020 9:00:00,27.01276,24.64667,-2.36609,,12/3/20 9:00,300.81592,306.1847,5.36878,,12/3/20 9:00,1.51942,2.007986,0.488566,,12/3/20 9:00,0,64.9,64.9,,469.5
12/3/2020 10:00:00,27.46729,25.2,-2.26729,,12/3/20 10:00,295.70441,323.2941,27.58969,,12/3/20 10:00,2.5082,1.821765,-0.686435,,12/3/20 10:00,305.09729,43.42,-261.67729,,280.5
12/3/2020 11:00:00,26.74149,25.18502,-1.55647,,12/3/20 11:00,293.09579,305.8144,12.71861,,12/3/20 11:00,2.99839,2.14103,-0.85736,,12/3/20 11:00,131.54425,36.06,-95.48425,,218
12/3/2020 12:00:00,25.24933,24.65569,-0.59364,,12/3/20 12:00,276.39359,295.3917,18.99811,,12/3/20 12:00,2.98451,1.822292,-1.162218,,12/3/20 12:00,0,16.43,16.43,,75.12
12/3/2020 13:00:00,24.34531,23.24778,-1.09753,,12/3/20 13:00,299.77032,289.3875,-10.38282,,12/3/20 13:00,1.92294,1.52225,-0.40069,,12/3/20 13:00,0,7.032,7.032,,3.655
12/3/2020 14:00:00,23.80176,21.93583,-1.86593,,12/3/20 14:00,34.47366,271.2375,236.76384,,12/3/20 14:00,0.97519,0.745375,-0.229815,,12/3/20 14:00,0,5.463,5.463,,1.1
12/3/2020 15:00:00,23.16138,20.43583,-2.72555,,12/3/20 15:00,69.90782,171.3306,101.42278,,12/3/20 15:00,1.39579,0.53775,-0.85804,,12/3/20 15:00,0,5.099,5.099,,0.075
12/3/2020 16:00:00,22.59311,19.19125,-3.40186,,12/3/20 16:00,75.29838,149.5986,74.30022,,12/3/20 16:00,1.38177,0.4465694,-0.9352006,,12/3/20 16:00,0,4.734,4.734,,-0.071
12/3/2020 17:00:00,22.0004,18.03875,-3.96165,,12/3/20 17:00,78.20728,107.0806,28.87332,,12/3/20 17:00,0.38974,0.6600416,0.2703016,,12/3/20 17:00,0,4.712,4.712,,-0.011
12/3/2020 18:00:00,21.35205,17.94583,-3.40622,,12/3/20 18:00,301.80496,163.1917,-138.61326,,12/3/20 18:00,0.19699,0.5214167,0.3244267,,12/3/20 18:00,0,4.215,4.215,,0.021
12/3/2020 19:00:00,20.50162,16.80292,-3.6987,,12/3/20 19:00,296.95953,96.47778,-200.48175,,12/3/20 19:00,0.66172,0.8519582,0.1902382,,12/3/20 19:00,0,4.2,4.2,,-0.241
12/3/2020 20:00:00,19.23685,16.25903,-2.97782,,12/3/20 20:00,266.87585,88.85417,-178.02168,,12/3/20 20:00,0.9699,0.5619861,-0.4079139,,12/3/20 20:00,0,4.193,4.193,,-0.65
12/3/2020 21:00:00,17.96008,14.83214,-3.12794,,12/3/20 21:00,223.32199,168.25,-55.07199,,12/3/20 21:00,0.87754,0.2717857,-0.6057543,,12/3/20 21:00,0,3.817,3.817,,-0.843
12/3/2020 22:00:00,17.7825,14.8375,-2.945,,12/3/20 22:00,212.10278,196.657,-15.44578,,12/3/20 22:00,1.07523,0.3232222,-0.7520078,,12/3/20 22:00,0,4.426,4.426,,0.02
12/3/2020 23:00:00,17.40463,14.63792,-2.76671,,12/3/20 23:00,223.21129,170.9944,-52.21689,,12/3/20 23:00,0.92502,0.3854166,-0.5396034,,12/3/20 23:00,0,3.943,3.943,,-0.191
12/4/2020 0:00:00,17.07227,14.59625,-2.47602,,12/4/20 0:00,220.27975,165.5361,-54.74365,,12/4/20 0:00,0.74316,0.4208055,-0.3223545,,12/4/20 0:00,0,3.891,3.891,,0.176
12/4/2020 1:00:00,16.89182,14.85972,-2.0321,,12/4/20 1:00,211.80127,179.3972,-32.40407,,12/4/20 1:00,0.63607,0.685625,0.049555,,12/4/20 1:00,0,3.858,3.858,,0.289
12/4/2020 2:00:00,16.70956,14.41986,-2.2897,,12/4/20 2:00,205.43782,139.0875,-66.35032,,12/4/20 2:00,0.48999,0.5922639,0.1022739,,12/4/20 2:00,24.7846,4.001,-20.7836,,-0.356
12/4/2020 3:00:00,17.88223,14.30014,-3.58209,,12/4/20 3:00,260.18796,101.925,-158.26296,,12/4/20 3:00,0.00038,0.9046944,0.9043144,,12/4/20 3:00,158.28783,8.4,-149.88783,,34.76
12/4/2020 4:00:00,20.18887,16.84069,-3.34818,,12/4/20 4:00,71.46264,186.7222,115.25956,,12/4/20 4:00,0.00132,0.6635833,0.6622633,,12/4/20 4:00,322.384,18.85,-303.534,,160.3
12/4/2020 5:00:00,22.74292,20.46222,-2.2807,,12/4/20 5:00,76.98673,210.4292,133.44247,,12/4/20 5:00,0.00094,1.444111,1.443171,,12/4/20 5:00,460.01627,32.01,-428.00627,,307.9
12/4/2020 6:00:00,25.035,23.05583,-1.97917,,12/4/20 6:00,249.19855,203.45,-45.74855,,12/4/20 6:00,0.1383,2.425347,2.287047,,12/4/20 6:00,545.71069,60.15,-485.56069,,436.5
12/4/2020 7:00:00,26.61777,25.41028,-1.20749,,12/4/20 7:00,222.63254,187.0861,-35.54644,,12/4/20 7:00,0.4393,1.700444,1.261144,,12/4/20 7:00,562.66815,68.23,-494.43815,,513.5
12/4/2020 8:00:00,27.53473,26.70458,-0.83015,,12/4/20 8:00,66.08295,221.6986,155.61565,,12/4/20 8:00,0.36176,1.309014,0.947254,,12/4/20 8:00,524.93237,69.64,-455.29237,,530.8
12/4/2020 9:00:00,27.56354,27.80472,0.24118,,12/4/20 9:00,31.56522,222.5833,191.01808,,12/4/20 9:00,0.15401,1.258764,1.104754,,12/4/20 9:00,0,61.81,61.81,,468.3
12/4/2020 10:00:00,27.74234,28.02264,0.2803,,12/4/20 10:00,271.30676,225.1875,-46.11926,,12/4/20 10:00,0.53209,1.285347,0.753257,,12/4/20 10:00,262.12018,48.57,-213.55018,,347.1
12/4/2020 11:00:00,27.40405,26.76125,-0.6428,,12/4/20 11:00,243.89253,110.7528,-133.13973,,12/4/20 11:00,1.05886,2.020916,0.962056,,12/4/20 11:00,103.04762,31.13,-71.91762,,183.5
12/4/2020 12:00:00,25.54321,25.3175,-0.22571,,12/4/20 12:00,193.74908,112.7806,-80.96848,,12/4/20 12:00,2.24894,1.906181,-0.342759,,12/4/20 12:00,0,15.64,15.64,,65.27
12/4/2020 13:00:00,24.42249,23.48917,-0.93332,,12/4/20 13:00,191.09016,124.9431,-66.14706,,12/4/20 13:00,1.35806,1.425111,0.067051,,12/4/20 13:00,0,6.035,6.035,,3.354
12/4/2020 14:00:00,23.83484,21.86389,-1.97095,,12/4/20 14:00,170.16913,141.4847,-28.68443,,12/4/20 14:00,1.49084,1.296333,-0.194507,,12/4/20 14:00,0,4.795,4.795,,-1.334
12/4/2020 15:00:00,23.31018,21.21778,-2.0924,,12/4/20 15:00,116.29533,129.9431,13.64777,,12/4/20 15:00,1.43028,1.883042,0.452762,,12/4/20 15:00,0,4.424,4.424,,-1.833
12/4/2020 16:00:00,21.78598,19.92056,-1.86542,,12/4/20 16:00,90.16095,128.9597,38.79875,,12/4/20 16:00,1.84162,1.631569,-0.210051,,12/4/20 16:00,0,4.172,4.172,,-1.861
12/4/2020 17:00:00,21.13721,19.29319,-1.84402,,12/4/20 17:00,95.55524,125.4958,29.94056,,12/4/20 17:00,1.74806,1.347319,-0.400741,,12/4/20 17:00,0,4.108,4.108,,-1.478
12/4/2020 18:00:00,20.41989,18.76847,-1.65142,,12/4/20 18:00,101.556,122.7958,21.2398,,12/4/20 18:00,1.66134,1.620139,-0.041201,,12/4/20 18:00,0,3.942,3.942,,-1.603
12/4/2020 19:00:00,19.74371,18.30194,-1.44177,,12/4/20 19:00,105.52167,122.7125,17.19083,,12/4/20 19:00,1.78431,1.567764,-0.216546,,12/4/20 19:00,0,3.988,3.988,,-1.594
12/4/2020 20:00:00,19.36316,17.81055,-1.55261,,12/4/20 20:00,103.62955,118.475,14.84545,,12/4/20 20:00,2.11038,1.630944,-0.479436,,12/4/20 20:00,0,4.051,4.051,,-1.439
12/4/2020 21:00:00,18.74103,17.0193,-1.72173,,12/4/20 21:00,103.38636,115.3986,12.01224,,12/4/20 21:00,1.71918,2.029486,0.310306,,12/4/20 21:00,0,3.76,3.76,,-1.539
12/4/2020 22:00:00,18.4632,16.36667,-2.09653,,12/4/20 22:00,103.23087,130.2625,27.03163,,12/4/20 22:00,1.87252,1.338917,-0.533603,,12/4/20 22:00,0,3.741,3.741,,-1.357
12/4/2020 23:00:00,17.89783,16.35042,-1.54741,,12/4/20 23:00,98.45406,117.3556,18.90154,,12/4/20 23:00,1.6674,2.140653,0.473253,,12/4/20 23:00,0,3.671,3.671,,-1.694
12/5/2020 0:00:00,17.80231,15.4575,-2.34481,,12/5/20 0:00,96.24821,122.6764,26.42819,,12/5/20 0:00,2.36313,2.303069,-0.060061,,12/5/20 0:00,0,3.512,3.512,,-1.971
12/5/2020 1:00:00,17.55991,15.48111,-2.0788,,12/5/20 1:00,99.0838,118.1375,19.0537,,12/5/20 1:00,2.55939,2.033278,-0.526112,,12/5/20 1:00,0,3.876,3.876,,-1.894
12/5/2020 2:00:00,17.4407,15.11056,-2.33014,,12/5/20 2:00,101.19162,121.7361,20.54448,,12/5/20 2:00,2.59656,2.240305,-0.356255,,12/5/20 2:00,27.94849,3.632,-24.31649,,-1.478
12/5/2020 3:00:00,18.59064,14.8382,-3.75244,,12/5/20 3:00,109.62502,122.3194,12.69438,,12/5/20 3:00,3.42281,2.105403,-1.317407,,12/5/20 3:00,180.23358,7.598,-172.63558,,32.89
12/5/2020 4:00:00,20.39911,16.5443,-3.85481,,12/5/20 4:00,110.69534,128.7583,18.06296,,12/5/20 4:00,3.71661,1.916236,-1.800374,,12/5/20 4:00,349.84464,20,-329.84464,,149.5
12/5/2020 5:00:00,22.43674,18.955,-3.48174,,12/5/20 5:00,114.13786,138.4792,24.34134,,12/5/20 5:00,3.824,2.30943,-1.51457,,12/5/20 5:00,489.53107,32.61,-456.92107,,289.5
12/5/2020 6:00:00,24.52139,21.17542,-3.34597,,12/5/20 6:00,114.07562,144.525,30.44938,,12/5/20 6:00,3.74817,2.53825,-1.20992,,12/5/20 6:00,569.80969,57.86,-511.94969,,415.6
12/5/2020 7:00:00,26.02737,23.28041,-2.74696,,12/5/20 7:00,121.97034,136.9431,14.97276,,12/5/20 7:00,3.51567,2.295958,-1.219712,,12/5/20 7:00,587.34668,68.93,-518.41668,,494.2
12/5/2020 8:00:00,26.68234,24.68333,-1.99901,,12/5/20 8:00,117.15074,143.7639,26.61316,,12/5/20 8:00,4.32193,2.064667,-2.257263,,12/5/20 8:00,547.23853,68.6,-478.63853,,498.6
12/5/2020 9:00:00,27.32492,25.37708,-1.94784,,12/5/20 9:00,134.69101,116.9403,-17.75071,,12/5/20 9:00,1.20924,2.479736,1.270496,,12/5/20 9:00,0,60.88,60.88,,428
12/5/2020 10:00:00,27.19193,25.98625,-1.20568,,12/5/20 10:00,192.89821,126.2722,-66.62601,,12/5/20 10:00,0.67986,2.163667,1.483807,,12/5/20 10:00,275.44974,48.81,-226.63974,,321.9
12/5/2020 11:00:00,26.82358,25.95944,-0.86414,,12/5/20 11:00,150.24622,127.8736,-22.37262,,12/5/20 11:00,2.74759,2.263417,-0.484173,,12/5/20 11:00,110.10722,32.61,-77.49722,,190.9
12/5/2020 12:00:00,25.55811,25.18583,-0.37228,,12/5/20 12:00,157.71011,123.6611,-34.04901,,12/5/20 12:00,1.98174,1.77018,-0.21156,,12/5/20 12:00,0,14.57,14.57,,65.55
12/5/2020 13:00:00,24.37991,23.58972,-0.79019,,12/5/20 13:00,126.00377,121.9708,-4.03297,,12/5/20 13:00,2.11426,1.284972,-0.829288,,12/5/20 13:00,0,5.829,5.829,,3.946
12/5/2020 14:00:00,23.52542,21.82347,-1.70195,,12/5/20 14:00,117.50041,124.9847,7.48429,,12/5/20 14:00,2.34239,1.315875,-1.026515,,12/5/20 14:00,0,4.935,4.935,,-0.334
12/5/2020 15:00:00,22.92407,20.80444,-2.11963,,12/5/20 15:00,116.17494,132.4958,16.32086,,12/5/20 15:00,3.04088,1.437458,-1.603422,,12/5/20 15:00,0,4.398,4.398,,-1.191
12/5/2020 16:00:00,22.21796,20.39444,-1.82352,,12/5/20 16:00,109.96266,134.9639,25.00124,,12/5/20 16:00,2.9926,1.376472,-1.616128,,12/5/20 16:00,0,4.171,4.171,,-1.397
12/5/2020 17:00:00,21.46356,20.03875,-1.42481,,12/5/20 17:00,105.99001,123.5278,17.53779,,12/5/20 17:00,2.60631,1.484847,-1.121463,,12/5/20 17:00,0,4.131,4.131,,-0.943
12/5/2020 18:00:00,20.91434,19.16958,-1.74476,,12/5/20 18:00,103.70678,119.3056,15.59882,,12/5/20 18:00,2.85055,1.636639,-1.213911,,12/5/20 18:00,0,4.073,4.073,,-1.287
12/5/2020 19:00:00,20.25638,18.83208,-1.4243,,12/5/20 19:00,99.46721,116.2806,16.81339,,12/5/20 19:00,2.2471,1.799667,-0.447433,,12/5/20 19:00,0,4.006,4.006,,-1.627
12/5/2020 20:00:00,19.87479,18.07319,-1.8016,,12/5/20 20:00,98.90768,118.5167,19.60902,,12/5/20 20:00,2.68898,1.902361,-0.786619,,12/5/20 20:00,0,3.892,3.892,,-1.748
12/5/2020 21:00:00,19.45932,17.45306,-2.00626,,12/5/20 21:00,98.25821,119.9014,21.64319,,12/5/20 21:00,2.62216,1.421653,-1.200507,,12/5/20 21:00,0,3.989,3.989,,-1.348
12/5/2020 22:00:00,19.11792,17.07389,-2.04403,,12/5/20 22:00,96.16918,118.5778,22.40862,,12/5/20 22:00,2.45376,1.899778,-0.553982,,12/5/20 22:00,0,3.124,3.124,,-1.117
12/5/2020 23:00:00,18.7666,16.88542,-1.88118,,12/5/20 23:00,98.01087,121.6111,23.60023,,12/5/20 23:00,2.33773,1.295722,-1.042008,,12/5/20 23:00,0,2.691,2.691,,-0.734
12/6/2020 0:00:00,18.40134,16.66681,-1.73453,,12/6/20 0:00,92.85882,133.2361,40.37728,,12/6/20 0:00,2.02628,1.791361,-0.234919,,12/6/20 0:00,0,3.295,3.295,,-1.777
12/6/2020 1:00:00,18.07004,17.25611,-0.81393,,12/6/20 1:00,97.52007,147.5014,49.98133,,12/6/20 1:00,1.76361,0.9853471,-0.7782629,,12/6/20 1:00,0,3.801,3.801,,-1.066
12/6/2020 2:00:00,17.98212,16.82597,-1.15615,,12/6/20 2:00,106.15495,195.6306,89.47565,,12/6/20 2:00,1.83097,0.8423888,-0.9885812,,12/6/20 2:00,27.21625,3.985,-23.23125,,-0.365
12/6/2020 3:00:00,19.06042,16.62861,-2.43181,,12/6/20 3:00,128.83432,178.275,49.44068,,12/6/20 3:00,2.1304,1.662139,-0.468261,,12/6/20 3:00,183.24716,7.417,-175.83016,,31.34
12/6/2020 4:00:00,20.82013,17.66486,-3.15527,,12/6/20 4:00,134.75798,149.4583,14.70032,,12/6/20 4:00,2.40987,1.117194,-1.292676,,12/6/20 4:00,355.8197,17.21,-338.6097,,137.8
