date,hour,obs_PM2.5,obs_PM2.5_stdev,obs_PM10,obs_PM10_stdev 
2021-01-25,0:00:00,140.09,93.35,233.13,89.23
2021-01-25,1:00:00,139.4,86.81,227.57,81.77
2021-01-25,2:00:00,142.71,89.44,231.95,86.74
2021-01-25,3:00:00,144.98,87.44,238.97,91.27
2021-01-25,4:00:00,144.91,97.29,233.19,92.82
2021-01-25,5:00:00,135.69,44.39,226.16,56.66
2021-01-25,6:00:00,141.56,51.25,243.44,63.29
2021-01-25,7:00:00,146.37,49.41,251.65,64.63
2021-01-25,8:00:00,156.08,46.82,270.72,66.9
2021-01-25,9:00:00,132.5,37.2,251.48,55.92
2021-01-25,10:00:00,129.95,49.08,267.17,51.65
2021-01-25,11:00:00,128.25,42.54,255.75,61.48
2021-01-25,12:00:00,131.26,50.78,265.93,94.49
2021-01-25,13:00:00,169.92,104.72,312.79,138.02
2021-01-25,14:00:00,170.6,100.28,332.07,143.72
2021-01-25,15:00:00,202.25,76.76,398.91,122.35
2021-01-25,16:00:00,238.55,99.2,419.44,148.41
2021-01-25,17:00:00,265.4,103.4,426.08,164
2021-01-25,18:00:00,265.63,100.03,425.99,146.6
2021-01-25,19:00:00,253.69,75.13,404.19,107.15
2021-01-25,20:00:00,228.01,88.18,345.74,112.69
2021-01-25,21:00:00,193.14,72.17,294.95,99.39
2021-01-25,22:00:00,197.54,63.45,300.62,62.44
2021-01-25,23:00:00,170.49,68.86,254.32,78.56
2021-01-26,0:00:00,161.88,66.9,254.42,88.93
2021-01-26,1:00:00,158.12,64.66,264.86,91.47
2021-01-26,2:00:00,142.75,57.74,256.36,90.35
2021-01-26,3:00:00,162.75,58.14,287.27,97.75
2021-01-26,4:00:00,155.58,65.72,275.46,100.54
2021-01-26,5:00:00,149.4,55.94,276.99,73.14
2021-01-26,6:00:00,135.81,47.31,254.04,64.66
2021-01-26,7:00:00,121.74,37.32,235.49,61.36
2021-01-26,8:00:00,110.67,31.38,232.46,58.06
2021-01-26,9:00:00,107,23.64,217.17,49.08
2021-01-26,10:00:00,97.22,20.93,202.36,42.46
2021-01-26,11:00:00,92.52,24.49,194.36,45.7
2021-01-26,12:00:00,102.9,37.11,225.27,73.45
2021-01-26,13:00:00,147.65,87.98,289.7,111.68
2021-01-26,14:00:00,196.85,94.32,358.84,114.64
2021-01-26,15:00:00,211.58,79.78,355.55,102.15
2021-01-26,16:00:00,242.69,96.83,393.32,113.88
2021-01-26,17:00:00,233.75,101.31,371.3,111.28
2021-01-26,18:00:00,221.01,76.89,352.46,97.06
2021-01-26,19:00:00,207.06,77.37,331.96,98.93
2021-01-26,20:00:00,190.82,68.53,297.65,95.98
2021-01-26,21:00:00,164.96,49.34,288.18,88.24
2021-01-26,22:00:00,162.26,45.78,277.92,64.49
2021-01-26,23:00:00,157.57,49.92,278.39,70.72
2021-01-27,0:00:00,161.8,47.14,283.64,74.46
2021-01-27,1:00:00,159.6,56.24,282.86,84.64
2021-01-27,2:00:00,154.6,51.12,289.82,85.54
2021-01-27,3:00:00,168.22,48.05,337.95,54
2021-01-27,4:00:00,189.11,53.66,350.52,52.29
2021-01-27,5:00:00,188.99,41.73,349.09,52.51
2021-01-27,6:00:00,160.15,40.22,331.41,46.92
2021-01-27,7:00:00,130.41,29.72,269.93,42.26
2021-01-27,8:00:00,85.34,22.6,201.28,51.48
2021-01-27,9:00:00,69.28,18.1,185.87,59.81
2021-01-27,10:00:00,69.69,15.67,172.26,44.29
2021-01-27,11:00:00,72.86,18.7,170.42,41.68
2021-01-27,12:00:00,84.46,21.58,202.54,63.84
2021-01-27,13:00:00,127.71,64.62,308.05,138.18
2021-01-27,14:00:00,186.13,125.82,408.3,198.86
2021-01-27,15:00:00,222.66,108.19,457.83,185.07
2021-01-27,16:00:00,246.18,95.28,472.93,174.43
2021-01-27,17:00:00,253.4,88.19,456.57,147.68
2021-01-27,18:00:00,241.26,73.75,421.93,135.47
2021-01-27,19:00:00,208.82,68.83,348.65,128.03
2021-01-27,20:00:00,204.79,67.32,353.89,130.88
2021-01-27,21:00:00,206.67,60.14,348.22,91.46
2021-01-27,22:00:00,203.36,92.69,334.12,138.81
2021-01-27,23:00:00,180.9,67.95,283.92,108.24
2021-01-28,0:00:00,186.36,65.83,291.29,111.82
2021-01-28,1:00:00,183.66,70.52,283.17,125.62
2021-01-28,2:00:00,193.78,83.32,331.56,157.57
2021-01-28,3:00:00,220.4,90.57,381.77,158.17
2021-01-28,4:00:00,248.07,92.95,439.02,171.23
2021-01-28,5:00:00,274.07,131.19,438.82,174.6
2021-01-28,6:00:00,269.6,131.33,443.86,156.16
2021-01-28,7:00:00,241.71,139.9,409.96,185.67
2021-01-28,8:00:00,231.53,98.93,385.18,120.9
2021-01-28,9:00:00,180.85,80.79,326.18,118.95
2021-01-28,10:00:00,161.97,53.81,291.27,84.62
2021-01-28,11:00:00,162.26,60.61,302.93,98.27
2021-01-28,12:00:00,198.08,64.77,384.17,104.01
2021-01-28,13:00:00,252.48,113.94,448.02,154.76
2021-01-28,14:00:00,295.2,161.43,479.77,171.78
2021-01-28,15:00:00,329.64,155.93,529.36,184.25
2021-01-28,16:00:00,308.43,144.83,536.46,219.45
2021-01-28,17:00:00,318.05,126.61,524.63,188.15
2021-01-28,18:00:00,334.58,127.82,521.2,205.78
2021-01-28,19:00:00,349.73,156.79,502.61,217.14
2021-01-28,20:00:00,290.34,104.98,466.79,164.67
2021-01-28,21:00:00,264.42,107.09,449.09,170.69
2021-01-28,22:00:00,247.9,103.42,373.05,144.17
2021-01-28,23:00:00,216.5,85.32,343.18,127.68
2021-01-29,0:00:00,205.92,68.33,329.1,97.11
2021-01-29,1:00:00,193.73,76.5,303.73,100.2
2021-01-29,2:00:00,197.9,72.18,323.75,111.86
2021-01-29,3:00:00,199.67,83.24,345.62,117.75
2021-01-29,4:00:00,191.7,68.59,346.78,92.52
2021-01-29,5:00:00,183.8,65.25,345.35,89.3
2021-01-29,6:00:00,189.48,70.34,353.42,91.85
2021-01-29,7:00:00,165.43,77.47,303.74,102.26
2021-01-29,8:00:00,127.29,50.29,230.92,69.83
2021-01-29,9:00:00,103.57,26.73,214.28,56.96
2021-01-29,10:00:00,90.53,25.18,184.38,58.56
2021-01-29,11:00:00,86,23.6,188.24,48.18
2021-01-29,12:00:00,94.94,31.37,209.26,65.77
2021-01-29,13:00:00,139.76,70.35,293.81,116.64
2021-01-29,14:00:00,162.17,64.63,334.68,115.39
2021-01-29,15:00:00,194.1,73.3,360.45,104.24
2021-01-29,16:00:00,193.56,74.59,345.59,98.82
2021-01-29,17:00:00,180.87,61.58,322.66,95.65
2021-01-29,18:00:00,175.56,52.41,297.76,85.03
2021-01-29,19:00:00,153.66,45.87,273.92,79.01
2021-01-29,20:00:00,146.62,38.55,242.3,66.54
2021-01-29,21:00:00,134.96,47.67,220.26,64.51
2021-01-29,22:00:00,140.93,49.94,225.45,62.44
2021-01-29,23:00:00,143.22,48.6,242.36,56.65
2021-01-30,0:00:00,134.42,50.74,223.87,62
2021-01-30,1:00:00,130.37,49.07,226.43,65.87
2021-01-30,2:00:00,147.51,51.15,248.65,75.02
2021-01-30,3:00:00,165.34,55.34,278.36,78.1
2021-01-30,4:00:00,154.56,61.05,293.44,82.74
2021-01-30,5:00:00,150.25,52.72,273.78,76.4
2021-01-30,6:00:00,122.63,41.35,225.41,85.07
2021-01-30,7:00:00,116.19,29.53,230.21,59
2021-01-30,8:00:00,92.77,21.62,196.57,60.16
2021-01-30,9:00:00,79.67,20.38,177.59,71.15
2021-01-30,10:00:00,74.32,14.59,187.25,55.18
2021-01-30,11:00:00,73.03,19.2,164.91,58.31
2021-01-30,12:00:00,82.18,20.15,188.74,60.99
2021-01-30,13:00:00,101.43,33.5,242.66,93.57
2021-01-30,14:00:00,147.29,51.84,314.69,102.49
2021-01-30,15:00:00,171.22,67.61,354.24,120.7
2021-01-30,16:00:00,176.31,69.83,346.49,118.82
2021-01-30,17:00:00,189.02,73.45,341.31,110.04
2021-01-30,18:00:00,204.36,58.32,379.05,128.79
2021-01-30,19:00:00,201.1,58.26,384.26,154.99
2021-01-30,20:00:00,190.72,71.49,349.11,130.13
2021-01-30,21:00:00,205.5,71.7,394.44,206.49
2021-01-30,22:00:00,206.07,77.91,344.06,112.12
2021-01-30,23:00:00,184.29,77.64,306.55,127.29
2021-01-31,0:00:00,150.03,54.01,292.74,155.23
2021-01-31,1:00:00,160.12,54.82,305.26,194.8
2021-01-31,2:00:00,163.19,58.84,298,130.75
2021-01-31,3:00:00,172.01,79.3,311.78,117.92
2021-01-31,4:00:00,179.25,75.14,319.41,75.32
2021-01-31,5:00:00,147,49.84,269.09,59.49
2021-01-31,6:00:00,114.53,38.88,228.02,57.29
2021-01-31,7:00:00,95.45,37.6,190.52,64.92
2021-01-31,8:00:00,73.9,29.42,162.16,62.9
2021-01-31,9:00:00,58.5,23.6,137.2,52.32
2021-01-31,10:00:00,61.64,24.68,145.2,44.22
2021-01-31,11:00:00,65.03,26.46,148.52,59.23
2021-01-31,12:00:00,78.46,33.73,212.05,94.43
2021-01-31,13:00:00,123.48,61.88,315.13,197.67
2021-01-31,14:00:00,177.32,88.79,391.38,185.44
2021-01-31,15:00:00,241.17,122.32,493.92,188.94
2021-01-31,16:00:00,241.96,119.57,451.33,148.38
2021-01-31,17:00:00,264.19,132.14,475.58,212.77
2021-01-31,18:00:00,284.5,158.98,473.76,239.94
2021-01-31,19:00:00,283.41,132.55,473.15,212.18
2021-01-31,20:00:00,258.25,111.13,404.22,162.62
2021-01-31,21:00:00,259.5,102.7,420.72,145.34
2021-01-31,22:00:00,279.51,105.07,433.31,156.45
2021-01-31,23:00:00,264.59,84.86,419.7,138.79
