date,hour,obs_PM2.5,obs_PM2.5_stdev,obs_PM10,obs_PM10_stdev 
2020-11-01,0:00:00,387.9,158.73,561.44,165.77
2020-11-01,1:00:00,348.11,143.39,486.04,159.66
2020-11-01,2:00:00,326.03,120.39,516.67,134.42
2020-11-01,3:00:00,302.9,111.29,514.41,125.31
2020-11-01,4:00:00,309.05,104.38,520.55,102.16
2020-11-01,5:00:00,253.67,78.94,459.1,73.83
2020-11-01,6:00:00,174.09,48.35,346.14,53.85
2020-11-01,7:00:00,117.41,28.56,278.76,60.07
2020-11-01,8:00:00,77.56,19.65,199.37,70.34
2020-11-01,9:00:00,66.4,17.95,185.82,67.69
2020-11-01,10:00:00,68.15,12.54,181.15,46.89
2020-11-01,11:00:00,68.76,14.6,190.68,56.69
2020-11-01,12:00:00,84.56,49.66,227.89,82.9
2020-11-01,13:00:00,121.43,72.31,301.39,128.89
2020-11-01,14:00:00,129.23,55.97,326.98,129.54
2020-11-01,15:00:00,NaN,NaN,NaN,NaN
2020-11-01,16:00:00,NaN,NaN,NaN,NaN
2020-11-01,17:00:00,NaN,NaN,NaN,NaN
2020-11-01,18:00:00,157.45,43.59,307.89,85.99
2020-11-01,19:00:00,166.75,53.06,301.35,87.35
2020-11-01,20:00:00,185.81,64.21,314,88.65
2020-11-01,21:00:00,198.26,72.09,314.1,94.66
2020-11-01,22:00:00,173.91,84.53,290.43,108.93
2020-11-01,23:00:00,159.32,96.17,270.6,130.74
2020-11-02,0:00:00,139.33,85.62,244.12,131.2
2020-11-02,1:00:00,116.35,66.32,226.64,114.69
2020-11-02,2:00:00,113.74,64.87,254.27,118.54
2020-11-02,3:00:00,129.55,63.31,304.04,129.35
2020-11-02,4:00:00,143.89,67.77,321.97,129.1
2020-11-02,5:00:00,175.88,69.91,352.12,109.49
2020-11-02,6:00:00,192.87,52.37,366.62,66.02
2020-11-02,7:00:00,181.61,46.87,343.22,52.65
2020-11-02,8:00:00,159.52,54.46,291.06,78.14
2020-11-02,9:00:00,146.82,50.7,272.39,72.35
2020-11-02,10:00:00,106.5,41.03,223.85,83.79
2020-11-02,11:00:00,95.58,35.19,222.47,86.54
2020-11-02,12:00:00,112.03,46.12,294.74,169.42
2020-11-02,13:00:00,144.24,67.56,367.71,202.72
2020-11-02,14:00:00,184.75,99,440.52,202.12
2020-11-02,15:00:00,198.28,93.89,448.83,187.22
2020-11-02,16:00:00,209.28,99.98,474.76,213.5
2020-11-02,17:00:00,207.42,91.61,423.72,159.57
2020-11-02,18:00:00,200.09,72.81,393.44,137.08
2020-11-02,19:00:00,193.19,76.99,372.94,152.79
2020-11-02,20:00:00,189.9,80.25,348.94,147.36
2020-11-02,21:00:00,161.85,63.56,315.56,147.8
2020-11-02,22:00:00,159.88,56.06,287.92,90.99
2020-11-02,23:00:00,152.62,59.17,281.59,98.51
2020-11-03,0:00:00,143.96,52.64,266.56,88.3
2020-11-03,1:00:00,155.15,51.92,286.16,87.09
2020-11-03,2:00:00,177.87,68.58,360.08,149.31
2020-11-03,3:00:00,186.5,77.28,394.12,147.63
2020-11-03,4:00:00,159.84,55.61,356.68,98.75
2020-11-03,5:00:00,130.33,48.46,292.42,101.97
2020-11-03,6:00:00,113.29,52.26,257.77,110.59
2020-11-03,7:00:00,93.54,54.1,220.03,103.16
2020-11-03,8:00:00,66.05,46.86,167.41,87.7
2020-11-03,9:00:00,52.85,40.41,139.01,77.96
2020-11-03,10:00:00,50.39,29.19,131.82,55.85
2020-11-03,11:00:00,66.13,34.85,177.72,88.37
2020-11-03,12:00:00,93.23,48.64,285.89,166.75
2020-11-03,13:00:00,141.16,126.75,381.89,258.22
2020-11-03,14:00:00,169.19,102.56,428.25,240.36
2020-11-03,15:00:00,177.24,90.64,382.12,154.77
2020-11-03,16:00:00,175.63,73.6,398.17,163.22
2020-11-03,17:00:00,187.92,76.74,399.08,162.54
2020-11-03,18:00:00,181.29,71.13,364.94,146.1
2020-11-03,19:00:00,188,73.83,363.33,144.97
2020-11-03,20:00:00,176.82,73.73,339.95,125.43
2020-11-03,21:00:00,170.5,74.05,326.77,128.48
2020-11-03,22:00:00,162.95,68.09,313.23,105.84
2020-11-03,23:00:00,171.83,77.27,308.12,111.55
2020-11-04,0:00:00,179.97,95.97,318.92,142.74
2020-11-04,1:00:00,169.54,81.53,316.82,123.51
2020-11-04,2:00:00,181.1,67.65,358.68,120.05
2020-11-04,3:00:00,189.57,66.08,398.43,117.35
2020-11-04,4:00:00,214.73,66.2,455.72,118.42
2020-11-04,5:00:00,247.94,97.21,486.3,142.6
2020-11-04,6:00:00,308.67,119.91,546,157.51
2020-11-04,7:00:00,383.15,157.88,641.34,172.55
2020-11-04,8:00:00,410.64,182.25,663.08,193.11
2020-11-04,9:00:00,416.51,173.15,657.89,173.98
2020-11-04,10:00:00,393.89,150,616.73,152.59
2020-11-04,11:00:00,377.83,140.82,620.66,164.85
2020-11-04,12:00:00,384.21,140.37,646.53,173.65
2020-11-04,13:00:00,384.7,139.61,662.61,170.4
2020-11-04,14:00:00,422,144.63,672.62,176.31
2020-11-04,15:00:00,406.34,141.2,673.19,188.54
2020-11-04,16:00:00,382.66,151.47,627.89,192.78
2020-11-04,17:00:00,404.81,132.8,632.85,171.65
2020-11-04,18:00:00,412.3,122.22,613.36,155.03
2020-11-04,19:00:00,392.14,127.23,591.09,157.5
2020-11-04,20:00:00,370.6,117.03,545.08,147.75
2020-11-04,21:00:00,356.99,109.3,517,139.41
2020-11-04,22:00:00,355.45,110.1,508.54,145.34
2020-11-04,23:00:00,340.26,113.03,495.9,141.08
2020-11-05,0:00:00,333.65,107.56,489.03,152.93
2020-11-05,1:00:00,312.01,102.12,480.26,131.02
2020-11-05,2:00:00,313.25,112.61,506.78,156.95
2020-11-05,3:00:00,295.93,104.35,487.23,156.06
2020-11-05,4:00:00,278.38,105.67,480.29,147.41
2020-11-05,5:00:00,268.92,113.39,483.49,153.49
2020-11-05,6:00:00,241.88,77.83,414.76,112.89
2020-11-05,7:00:00,196.91,57.7,345.76,87.08
2020-11-05,8:00:00,154.76,54.73,287.42,69.09
2020-11-05,9:00:00,136.66,54.42,245.56,85.57
2020-11-05,10:00:00,138.48,59.46,267.32,72.19
2020-11-05,11:00:00,154.52,61.03,308.98,90.75
2020-11-05,12:00:00,171.31,73.62,393.56,148.65
2020-11-05,13:00:00,188.76,75.65,420.95,145.99
2020-11-05,14:00:00,227.39,93.22,481.19,185.29
2020-11-05,15:00:00,248.43,100.1,530.65,189.31
2020-11-05,16:00:00,245.33,92.65,493.97,180.36
2020-11-05,17:00:00,252.74,80.79,489.21,155.78
2020-11-05,18:00:00,243.7,74.26,439.94,128.76
2020-11-05,19:00:00,241.36,92.23,435.02,131.06
2020-11-05,20:00:00,238.94,83.77,423.93,127.24
2020-11-05,21:00:00,263.34,96.09,430.02,114.64
2020-11-05,22:00:00,280.57,106.04,436.45,113.22
2020-11-05,23:00:00,283.48,114.5,440.97,116.85
2020-11-06,0:00:00,282.8,126.61,430.61,121.59
2020-11-06,1:00:00,279.77,140.1,434.24,148.83
2020-11-06,2:00:00,286.99,141.6,455.53,145.69
2020-11-06,3:00:00,300.99,153.55,499.49,178.05
2020-11-06,4:00:00,314.08,134.37,529.02,135.81
2020-11-06,5:00:00,311.15,117.6,532,99.09
2020-11-06,6:00:00,261.19,78.13,466.58,86.24
2020-11-06,7:00:00,249.55,78.34,426.54,112.28
2020-11-06,8:00:00,205.39,75.27,373,90.02
2020-11-06,9:00:00,166.5,52.72,307.49,78
2020-11-06,10:00:00,143.43,38.8,276.72,63.52
2020-11-06,11:00:00,148.9,34.28,299.66,84.3
2020-11-06,12:00:00,166.89,54.27,381.4,146.42
2020-11-06,13:00:00,191.61,78.63,441.26,170.74
2020-11-06,14:00:00,224.34,87.76,486.63,164.48
2020-11-06,15:00:00,231.9,73.33,486.82,155.55
2020-11-06,16:00:00,247.64,78.67,472.23,127.45
2020-11-06,17:00:00,268.91,103.9,485.36,153.25
2020-11-06,18:00:00,300.86,119.37,519.23,153.3
2020-11-06,19:00:00,383.12,173.04,592.7,180.82
2020-11-06,20:00:00,405.46,175.88,611.22,174.51
2020-11-06,21:00:00,400.66,160.09,591.53,153.03
2020-11-06,22:00:00,417.65,159.93,588.54,143.04
2020-11-06,23:00:00,427.25,167.74,591.02,142.79
2020-11-07,0:00:00,419.56,156.37,602.56,143.88
2020-11-07,1:00:00,416.98,152.52,598.74,143.01
2020-11-07,2:00:00,426.85,148.33,639.31,154.49
2020-11-07,3:00:00,459.84,156.76,688.71,149.65
2020-11-07,4:00:00,444.04,148.79,691.47,143.74
2020-11-07,5:00:00,345.25,105.74,549.89,105.89
2020-11-07,6:00:00,245.33,70.96,418.88,89.43
2020-11-07,7:00:00,178.98,56.12,338.27,60.69
2020-11-07,8:00:00,160.85,91.72,312.25,89.71
2020-11-07,9:00:00,133.32,62.39,269.12,82.91
2020-11-07,10:00:00,108.78,38.37,238.58,59.04
2020-11-07,11:00:00,117.19,40.85,269.2,86.88
2020-11-07,12:00:00,139.11,54.63,360,130.74
2020-11-07,13:00:00,178.74,98.79,445.34,179.8
2020-11-07,14:00:00,214.6,102.4,493.21,172.75
2020-11-07,15:00:00,230.75,97.79,504.92,156.34
2020-11-07,16:00:00,224.54,76.01,468.83,149.93
2020-11-07,17:00:00,239.7,80.6,481.92,142.08
2020-11-07,18:00:00,258.58,72.33,485.11,117.19
2020-11-07,19:00:00,247.94,80.1,459.35,102.42
2020-11-07,20:00:00,264.7,82.53,464.24,118.05
2020-11-07,21:00:00,321.44,124.28,526.32,149.65
2020-11-07,22:00:00,320.15,125.88,508.37,136.39
2020-11-07,23:00:00,332,142.38,515.93,155.72
2020-11-08,0:00:00,354.36,152.55,525.98,169.1
2020-11-08,1:00:00,311.77,122.84,472.49,141.5
2020-11-08,2:00:00,276.46,114.72,460.14,162.7
2020-11-08,3:00:00,295.55,121.5,483.91,162.05
2020-11-08,4:00:00,344.88,160.76,554.81,162.56
2020-11-08,5:00:00,441.94,182.36,640.22,176.37
2020-11-08,6:00:00,436.34,167.98,676.99,185.91
2020-11-08,7:00:00,355.17,135.36,574.13,146.87
2020-11-08,8:00:00,320.76,122.12,553.06,139.85
2020-11-08,9:00:00,274.27,101,449.12,122.1
2020-11-08,10:00:00,232.87,99.25,395.65,121.73
2020-11-08,11:00:00,258.25,95.74,440.3,140.95
2020-11-08,12:00:00,262.99,117.49,501.36,191.27
2020-11-08,13:00:00,303.87,156.01,542.94,175.07
2020-11-08,14:00:00,344.91,151.04,592.66,202.55
2020-11-08,15:00:00,356.68,156.75,587.54,177.35
2020-11-08,16:00:00,368.2,167.82,590.17,178.67
2020-11-08,17:00:00,398.1,183.77,601.63,187.68
2020-11-08,18:00:00,397.89,183.41,597.8,188.2
2020-11-08,19:00:00,385.84,158.96,614.08,185.27
2020-11-08,20:00:00,404.51,151.09,610.93,176.56
2020-11-08,21:00:00,398.25,172.01,600.99,198.13
2020-11-08,22:00:00,424.78,161.33,621.35,150.98
2020-11-08,23:00:00,447.26,155.8,644.17,141.55
2020-11-09,0:00:00,470.12,195.06,679.27,158.95
2020-11-09,1:00:00,491.69,195.04,692.44,171.94
2020-11-09,2:00:00,496.37,221.18,723.82,193.93
2020-11-09,3:00:00,520.4,188.58,757.03,191.73
2020-11-09,4:00:00,520.51,191.81,731.38,201.11
2020-11-09,5:00:00,466.47,175.63,710.3,188.79
2020-11-09,6:00:00,432.73,161.43,695.68,181.89
2020-11-09,7:00:00,415.87,149.16,673.26,206.44
2020-11-09,8:00:00,391.62,154.26,648.71,206.64
2020-11-09,9:00:00,348.28,170.64,568.61,214.51
2020-11-09,10:00:00,323.94,147.08,567.98,198.89
2020-11-09,11:00:00,364.2,141.95,594.73,207.31
2020-11-09,12:00:00,403.74,192.31,681.52,247.59
2020-11-09,13:00:00,470.8,221.93,741.01,248.68
2020-11-09,14:00:00,544.35,248.4,734.54,245.31
2020-11-09,15:00:00,555.06,254.19,734.62,253.26
2020-11-09,16:00:00,598.3,244.97,771.81,229.66
2020-11-09,17:00:00,610.55,268.92,755.89,228.73
2020-11-09,18:00:00,625.01,275.58,780.11,221.36
2020-11-09,19:00:00,622.39,266.84,757.62,235.91
2020-11-09,20:00:00,638.25,240.64,757.48,232.39
2020-11-09,21:00:00,608.36,248.22,752.63,247.97
2020-11-09,22:00:00,576.16,258.34,786.53,221.04
2020-11-09,23:00:00,590.8,280.13,781.63,222.56
2020-11-10,0:00:00,604.34,288.68,798.99,232.92
2020-11-10,1:00:00,627.04,273.95,761.93,237.57
2020-11-10,2:00:00,650.51,270.61,770.02,250.32
2020-11-10,3:00:00,674.53,227.54,791.08,258.28
2020-11-10,4:00:00,682.59,326.57,711.8,290.1
2020-11-10,5:00:00,571.61,285.14,739.67,268.56
2020-11-10,6:00:00,494.42,226.02,659.71,215.97
2020-11-10,7:00:00,275.01,139.35,431.3,191.65
2020-11-10,8:00:00,181.04,98.07,298.5,151.98
2020-11-10,9:00:00,151.7,89.08,250.93,135
2020-11-10,10:00:00,115.74,66.39,218.01,111.54
2020-11-10,11:00:00,113.82,69.14,245.42,134.89
2020-11-10,12:00:00,131.36,67.92,317.3,161.72
2020-11-10,13:00:00,180.96,128.75,362.27,177.28
2020-11-10,14:00:00,208.79,116.52,458.03,198.59
2020-11-10,15:00:00,231.57,100.23,494.51,214.74
2020-11-10,16:00:00,227.32,91.34,483.44,201.56
2020-11-10,17:00:00,250.23,94.74,481.93,219.72
2020-11-10,18:00:00,230.94,83.85,423.89,164.96
2020-11-10,19:00:00,241.98,99.28,430.84,164.79
2020-11-10,20:00:00,213.02,97.55,365.87,140.07
2020-11-10,21:00:00,219.34,92.77,361.27,136.87
2020-11-10,22:00:00,214.62,103.58,358,156.94
2020-11-10,23:00:00,213.6,90.82,348.21,136.56
2020-11-11,0:00:00,225.42,101.71,351.07,142.37
2020-11-11,1:00:00,214.24,91.92,342.55,131.66
2020-11-11,2:00:00,242.8,105.44,393.92,145.13
2020-11-11,3:00:00,240.89,96.33,403.83,141.48
2020-11-11,4:00:00,222.41,87.71,401.81,145.23
2020-11-11,5:00:00,192.9,64.92,373.32,101.76
2020-11-11,6:00:00,154.93,77.14,299.91,150.1
2020-11-11,7:00:00,109.58,72.39,215.06,114.58
2020-11-11,8:00:00,83.66,43.39,184.49,63.84
2020-11-11,9:00:00,73.83,20,190.01,167.88
2020-11-11,10:00:00,63.29,17.15,157.1,40.52
2020-11-11,11:00:00,69.56,16.5,202.2,93.83
2020-11-11,12:00:00,92.97,28.72,298.77,196.65
2020-11-11,13:00:00,125.32,77.89,347.1,215.45
2020-11-11,14:00:00,174.35,80.51,417.12,199.68
2020-11-11,15:00:00,187.31,70.06,454.61,196.54
2020-11-11,16:00:00,190.09,69.93,447.46,193.48
2020-11-11,17:00:00,188.17,64.81,402.07,161.98
2020-11-11,18:00:00,187.5,57.34,373.22,187.41
2020-11-11,19:00:00,180.07,64.86,335.89,166.02
2020-11-11,20:00:00,190.88,75.34,343.2,149.81
2020-11-11,21:00:00,189.53,62.51,319.15,127.01
2020-11-11,22:00:00,174.6,62.08,279.93,115.5
2020-11-11,23:00:00,NaN,NaN,NaN,NaN
2020-11-12,0:00:00,NaN,NaN,NaN,NaN
2020-11-12,1:00:00,NaN,NaN,NaN,NaN
2020-11-12,2:00:00,231.22,76.85,410.4,121.51
2020-11-12,3:00:00,231.57,66.71,406.67,97.44
2020-11-12,4:00:00,222.78,74.25,403.66,109.25
2020-11-12,5:00:00,169.12,71.71,319.85,90.89
2020-11-12,6:00:00,121.2,84.95,222.6,87.27
2020-11-12,7:00:00,101.9,127.72,151.65,40.21
2020-11-12,8:00:00,76.5,41.53,151.21,49.68
2020-11-12,9:00:00,89.27,79.56,166.67,71.94
2020-11-12,10:00:00,79.91,52.87,159.24,54.31
2020-11-12,11:00:00,82.03,38.02,198.95,97.07
2020-11-12,12:00:00,117.43,77.3,297.35,154.34
2020-11-12,13:00:00,136.53,93.6,345.25,201.27
2020-11-12,14:00:00,171.67,81.21,449.58,219.79
2020-11-12,15:00:00,196.01,103.36,429.95,175.15
2020-11-12,16:00:00,202.7,71.1,420.39,146.52
2020-11-12,17:00:00,208.83,111.87,406.4,139.62
2020-11-12,18:00:00,209.1,139.95,379.9,154.19
2020-11-12,19:00:00,205.08,94.56,376.91,127.62
2020-11-12,20:00:00,207.97,113.31,352.09,133.59
2020-11-12,21:00:00,210.44,84.59,379.06,154.79
2020-11-12,22:00:00,237.76,161.69,386.34,178.72
2020-11-12,23:00:00,260.83,182.1,400.92,197
2020-11-13,0:00:00,253.34,155.23,404.38,169.93
2020-11-13,1:00:00,262.54,167.75,410.4,176.54
2020-11-13,2:00:00,252.7,122.35,441.2,150.63
2020-11-13,3:00:00,270.79,116.96,461.58,133.11
2020-11-13,4:00:00,261.33,111.44,452.18,135.91
2020-11-13,5:00:00,221.04,90.16,391.6,108.49
2020-11-13,6:00:00,156.3,59.31,284.12,86.12
2020-11-13,7:00:00,97.34,28.6,185.08,49.05
2020-11-13,8:00:00,81.75,23.44,172.38,82.6
2020-11-13,9:00:00,82.36,28.07,165.83,54.66
2020-11-13,10:00:00,85.91,58.12,175.74,83.9
2020-11-13,11:00:00,86.84,29.7,213.45,94.04
2020-11-13,12:00:00,112.45,46.63,288.07,146.14
2020-11-13,13:00:00,148.4,75.28,353.47,144.57
2020-11-13,14:00:00,188.71,101.24,409.48,160.44
2020-11-13,15:00:00,247,119.22,471.83,172.28
2020-11-13,16:00:00,269.81,105.13,481.99,137.02
2020-11-13,17:00:00,286.4,110.62,502.77,162.38
2020-11-13,18:00:00,322.21,114.84,523.32,126.46
2020-11-13,19:00:00,337.74,123.29,535.15,121.82
2020-11-13,20:00:00,329.36,109.54,485.97,121.93
2020-11-13,21:00:00,298.14,102.06,455.22,114.17
2020-11-13,22:00:00,293.65,136.38,461.44,147.69
2020-11-13,23:00:00,334.32,96.6,483.74,104.2
2020-11-14,0:00:00,338.08,137.41,481.47,137.28
2020-11-14,1:00:00,347.96,145.6,523.9,150.02
2020-11-14,2:00:00,373.39,154.83,552.04,151.08
2020-11-14,3:00:00,445.22,172.25,630.79,192.48
2020-11-14,4:00:00,447.19,187.46,644.32,176.09
2020-11-14,5:00:00,423.8,188.02,646.19,212.91
2020-11-14,6:00:00,357.6,149.79,544.44,187.87
2020-11-14,7:00:00,332.79,161.15,524.05,211.81
2020-11-14,8:00:00,265.28,138.03,403.7,166.58
2020-11-14,9:00:00,231.9,116.42,344.71,155.48
2020-11-14,10:00:00,231.62,117.02,378.4,156.61
2020-11-14,11:00:00,272.74,162.22,472.38,196.12
2020-11-14,12:00:00,301.18,159.57,529.23,228.54
2020-11-14,13:00:00,354.91,169.74,584.7,210.62
2020-11-14,14:00:00,456.03,238.01,668.72,223.25
2020-11-14,15:00:00,461.19,226.56,668.62,232.39
2020-11-14,16:00:00,587.2,264.68,673.9,240.22
2020-11-14,17:00:00,540.71,301.18,648.86,282.23
2020-11-14,18:00:00,501.08,274.25,659.42,271.87
2020-11-14,19:00:00,480.22,306.26,661.99,273.91
2020-11-14,20:00:00,506.66,308.87,649.25,308.32
2020-11-14,21:00:00,507.5,264.7,651.69,282.74
2020-11-14,22:00:00,458.17,261.63,535.33,241.4
2020-11-14,23:00:00,461.15,249.44,555.37,234.89
2020-11-15,0:00:00,387.1,164.14,507.6,171.65
2020-11-15,1:00:00,281.38,140.82,432.34,156.58
2020-11-15,2:00:00,321.4,180.69,481.11,170.31
2020-11-15,3:00:00,304.01,144.84,441.67,128.12
2020-11-15,4:00:00,285.53,137.93,423.45,138.38
2020-11-15,5:00:00,227.77,83.57,374.09,98.37
2020-11-15,6:00:00,193.89,120,339.85,120.63
2020-11-15,7:00:00,161.96,96.87,299.33,99.86
2020-11-15,8:00:00,141.6,92.99,279.16,91.68
2020-11-15,9:00:00,119.37,31.93,250.83,37.45
2020-11-15,10:00:00,138.25,91.87,264.37,86.28
2020-11-15,11:00:00,140.77,103.83,268.65,103.94
2020-11-15,12:00:00,144.74,110.71,238.66,107.78
2020-11-15,13:00:00,107.47,32.46,175.18,36.22
2020-11-15,14:00:00,150.64,102.97,221.71,98.86
2020-11-15,15:00:00,184.4,133.71,254.72,102.24
2020-11-15,16:00:00,185.14,96.69,273.61,81.15
2020-11-15,17:00:00,159.16,98.16,227.12,92.31
2020-11-15,18:00:00,148.4,103.06,209.22,97.3
2020-11-15,19:00:00,113.32,36.82,169.7,45.88
2020-11-15,20:00:00,100.85,35.38,142.44,39.69
2020-11-15,21:00:00,99.24,33.81,138.34,45.26
2020-11-15,22:00:00,87.43,32.71,129.29,44.76
2020-11-15,23:00:00,79.94,27.61,119.23,49.07
2020-11-16,0:00:00,73.97,24.15,114.09,41.29
2020-11-16,1:00:00,71.78,27.35,99.39,44.78
2020-11-16,2:00:00,64.81,24.4,106.15,38.63
2020-11-16,3:00:00,67.29,22.6,109.19,54.89
2020-11-16,4:00:00,65.04,16.99,101.23,22.82
2020-11-16,5:00:00,59.5,15.99,94.88,24.97
2020-11-16,6:00:00,52.09,14.42,94.8,41.44
2020-11-16,7:00:00,50.07,17.54,85.17,28.75
2020-11-16,8:00:00,51.62,19.65,85.08,25.06
2020-11-16,9:00:00,49.6,17.45,79.85,21.91
2020-11-16,10:00:00,51.32,12,86.56,21.68
2020-11-16,11:00:00,50.32,14.92,91.93,23.98
2020-11-16,12:00:00,61.93,17.79,117.32,45.65
2020-11-16,13:00:00,73.1,24.59,134.64,43.2
2020-11-16,14:00:00,88.43,34.07,164.15,63.17
2020-11-16,15:00:00,95.65,26.24,163.36,47.2
2020-11-16,16:00:00,103.98,26.8,170.16,48.95
2020-11-16,17:00:00,102.04,35.55,164.99,60.98
2020-11-16,18:00:00,102.1,35.32,162.67,46.79
2020-11-16,19:00:00,87.39,35.86,149.27,51.8
2020-11-16,20:00:00,87.57,40.36,138.63,49.8
2020-11-16,21:00:00,83.25,36.56,136.86,40.66
2020-11-16,22:00:00,70.95,32.22,120.13,40.67
2020-11-16,23:00:00,57.35,22.97,102.72,29.21
2020-11-17,0:00:00,63.16,20.76,105.29,28.21
2020-11-17,1:00:00,70.64,23.57,115.8,37.94
2020-11-17,2:00:00,75.57,20.83,136.09,38.68
2020-11-17,3:00:00,88.62,24.37,161.66,41.1
2020-11-17,4:00:00,95.24,20.18,180.71,33.24
2020-11-17,5:00:00,77.7,21.5,154.74,38.71
2020-11-17,6:00:00,67.46,18.54,131.5,37.76
2020-11-17,7:00:00,52.12,16.39,114.62,32.82
2020-11-17,8:00:00,43.51,12.45,99.32,26.37
2020-11-17,9:00:00,40.49,10.17,98.94,25.53
2020-11-17,10:00:00,NaN,NaN,NaN,NaN
2020-11-17,11:00:00,NaN,NaN,NaN,NaN
2020-11-17,12:00:00,NaN,NaN,NaN,NaN
2020-11-17,13:00:00,NaN,NaN,NaN,NaN
2020-11-17,14:00:00,NaN,NaN,NaN,NaN
2020-11-17,15:00:00,NaN,NaN,NaN,NaN
2020-11-17,16:00:00,NaN,NaN,NaN,NaN
2020-11-17,17:00:00,NaN,NaN,NaN,NaN
2020-11-17,18:00:00,NaN,NaN,NaN,NaN
2020-11-17,19:00:00,NaN,NaN,NaN,NaN
2020-11-17,20:00:00,NaN,NaN,NaN,NaN
2020-11-17,21:00:00,NaN,NaN,NaN,NaN
2020-11-17,22:00:00,NaN,NaN,NaN,NaN
2020-11-17,23:00:00,NaN,NaN,NaN,NaN
2020-11-18,0:00:00,NaN,NaN,NaN,NaN
2020-11-18,1:00:00,72.1,NaN,141.4,NaN
2020-11-18,2:00:00,NaN,NaN,NaN,NaN
2020-11-18,3:00:00,NaN,NaN,NaN,NaN
2020-11-18,4:00:00,NaN,NaN,NaN,NaN
2020-11-18,5:00:00,NaN,NaN,NaN,NaN
2020-11-18,6:00:00,79.74,20.9,144.21,43.53
2020-11-18,7:00:00,74.85,19.44,137.52,32.25
2020-11-18,8:00:00,69.08,17.89,136.27,22.04
2020-11-18,9:00:00,74.17,20.66,143.66,50.43
2020-11-18,10:00:00,80.87,24.81,148.86,33.34
2020-11-18,11:00:00,86.28,24.23,166.35,43.12
2020-11-18,12:00:00,105.71,41.42,245.08,137.83
2020-11-18,13:00:00,121.7,62.8,266.86,120.39
2020-11-18,14:00:00,131.59,46.23,275.29,109.36
2020-11-18,15:00:00,133.24,50.53,293.32,109.55
2020-11-18,16:00:00,134.97,42.64,264.71,66.39
2020-11-18,17:00:00,139.35,42.2,258.74,77.91
2020-11-18,18:00:00,140.32,40.75,251.36,74.67
2020-11-18,19:00:00,134.68,46.91,231.38,77.11
2020-11-18,20:00:00,141.74,47.91,246.08,84.85
2020-11-18,21:00:00,140.09,43.42,233.62,65.19
2020-11-18,22:00:00,139.2,59.34,229.32,94.08
2020-11-18,23:00:00,138.03,47.59,214.81,71.27
2020-11-19,0:00:00,131.63,43.92,216.12,52.45
2020-11-19,1:00:00,137.39,38.76,227.88,54.41
2020-11-19,2:00:00,160.18,50.46,283.73,85.7
2020-11-19,3:00:00,169.21,54.59,289.98,82.21
2020-11-19,4:00:00,151.48,40,269.09,85.48
2020-11-19,5:00:00,115.5,37.22,214.43,80.6
2020-11-19,6:00:00,92.7,29.73,177.75,57.46
2020-11-19,7:00:00,85.94,20.87,164.25,41.73
2020-11-19,8:00:00,76.13,21.84,150.3,39.83
2020-11-19,9:00:00,71.39,19.12,146.58,30.91
2020-11-19,10:00:00,66.68,18.36,137.28,34.03
2020-11-19,11:00:00,72.41,16.61,156.45,55.64
2020-11-19,12:00:00,85.42,31.43,196.11,72.56
2020-11-19,13:00:00,110.88,46.2,262.02,104.75
2020-11-19,14:00:00,143.22,49.41,279.7,86.4
2020-11-19,15:00:00,162.91,45.75,290.86,80.06
2020-11-19,16:00:00,171.02,49.83,303.95,98.51
2020-11-19,17:00:00,185.53,54.81,301.25,81.18
2020-11-19,18:00:00,188.14,49.32,307.38,78.75
2020-11-19,19:00:00,196.2,61.48,308.75,94.17
2020-11-19,20:00:00,197.47,71.99,306.39,98.41
2020-11-19,21:00:00,217.39,85.09,321.63,101.85
2020-11-19,22:00:00,202.53,61.99,285.01,70.99
2020-11-19,23:00:00,196.05,62.96,278.65,73.51
2020-11-20,0:00:00,208.03,43.32,284.22,58.99
2020-11-20,1:00:00,185.77,70.78,272.41,82.34
2020-11-20,2:00:00,171.03,65.4,274.8,77.89
2020-11-20,3:00:00,171.92,58.46,286.15,72.77
2020-11-20,4:00:00,151.37,46.45,262.15,41.47
2020-11-20,5:00:00,130.08,42.25,231.91,55.95
2020-11-20,6:00:00,111.52,31.08,211.42,40.71
2020-11-20,7:00:00,88,23.84,186.92,64.44
2020-11-20,8:00:00,70.56,18.53,168.71,47.84
2020-11-20,9:00:00,62.99,11.88,162.18,74.63
2020-11-20,10:00:00,62.72,13.66,147.08,46.54
2020-11-20,11:00:00,59.12,17.04,152.01,54.53
2020-11-20,12:00:00,76.54,27.96,201.51,83.76
2020-11-20,13:00:00,110.27,69.33,243.12,110.49
2020-11-20,14:00:00,133.94,51.5,281.28,101.63
2020-11-20,15:00:00,138.82,55.67,279.1,104.77
2020-11-20,16:00:00,152.05,46.16,281.75,66.57
2020-11-20,17:00:00,147.37,44.62,249.16,69.8
2020-11-20,18:00:00,135.94,43.74,224.16,65.6
2020-11-20,19:00:00,130.17,39.92,205.37,63.77
2020-11-20,20:00:00,113.74,31.38,176,54.8
2020-11-20,21:00:00,112.26,33.57,173.18,52.06
2020-11-20,22:00:00,114,32.48,174.01,47.86
2020-11-20,23:00:00,110.47,31.49,169.3,52.37
2020-11-21,0:00:00,119.07,34.36,190.93,50.62
2020-11-21,1:00:00,146.64,43.74,222.77,44.49
